contract_id,vendor_id,category_id,contract_start,contract_end,contract_value,negotiated_savings
C00387,V018,CAT05 ,2023-07-09,2025-08-10,149646.44,
C00388,V437,CAT10,2023-07-27,2025-10-16,839537.99,12321.14
C00389,v369, CAT01,2023-11-08,2025-10-25,639916.02,28982.85
C00390,V465,CAT08,2023-12-14,2025-02-13,715843.78,89799.73
C00391,v040, CAT04,2023-09-05,2025-03-27,761439.4,17322.43
C00392,V061 ,CAT01,2023-09-28,2025-03-26,118377.98,77362.05
C00393, V429,CAT02,2023-11-16,2024-11-15,302332.88,
C00394,V331,CAT06,2023-01-08,2025-04-25,603198.73,34720.06
C00395, V333,cat01,2023-04-27,2025-03-03,878921.85,
C00396,V062 ,CAT03,2023-10-02,2025-07-19,745272.97,34401.4
C00397,V149,CAT02 ,2023-01-02,2025-09-17,823254.92,
C00398,V393 ,CAT03,2023-07-30,2024-07-07,893602.17,46858.62
C00399,v048,CAT04,2023-08-08,2025-03-15,610847.97,
C00400,V068, CAT08,2023-05-17,2025-08-09,729758.7,96134.99
C00401,V268,CAT01,2023-09-01,2025-05-28,147579.88,
C00402,V411 , CAT06,2023-12-01,2024-10-23,338859.12,97718.84
C00403,V397,CAT01 ,2023-09-22,2024-10-03,235485.79,13204.3
C00404,V348 ,CAT09,2023-08-24,2025-04-16,931738.54,47328.03
C00405,V039, CAT09,2023-09-10,2025-07-29,606756.76,72544.65
C00406,V254 ,CAT03,2023-09-13,2025-02-09,428160.28,7205.22
C00407,V393,CAT04,2023-05-24,2024-08-17,183813.66,43992.76
C00408,v267,CAT04,2023-03-26,2024-06-29,130298.24,44714.39
C00409,V066, CAT08,2023-10-31,2024-10-16,431391.78,29809.87
C00410,V180,cat10,2023-10-26,2025-12-12,571089.47,50360.95
C00411,V329,CAT07,2023-11-05,2025-01-23,445319.77,97040.61
C00412,v328,cat10,2023-07-07,2025-02-26,100267.74,53799.05
C00413,V253,CAT09,2023-06-15,2024-07-04,280025.86,
C00414,V125,CAT02 ,2023-02-13,2025-04-05,909440.21,
C00415,V311, CAT08,2023-08-01,2025-07-17,808486.16,6636.65
C00416,V157,CAT05,2023-01-14,2024-07-08,609235.7,72071.95
C00417, V366,CAT10,2023-01-15,2025-11-16,552082.8,52690.65
C00418, V140,CAT10,2023-10-17,2025-02-25,504083.44,12711.16
C00419,V175,cat04,2023-01-08,2024-07-04,976912.66,81855.7
C00420,V259,CAT08,2023-07-19,2025-11-23,118017.43,49829.66
C00421,V488,CAT10,2023-05-05,2024-08-14,738925.42,77984.48
C00422, V395,CAT03,2023-08-16,2025-11-07,549011.04,98834.26
C00423,V441 ,CAT09 ,2023-12-10,2024-11-18,80075.76,8593.36
C00424, V398, CAT08,2023-07-02,2025-08-07,807256.35,61582.77
C00425,V088,CAT05,2023-12-13,2024-08-21,206147.84,24500.44
C00426,V252 ,CAT04,2023-12-11,2025-01-31,658373.25,28568.16
C00427,v380, CAT10,2023-01-09,2024-11-18,562123.64,75388.14
C00428,V060,CAT05,2023-02-12,2025-12-20,98752.33,44359.7
C00429,V123 ,cat01,2023-08-20,2025-04-19,132359.37,92123.38
C00430,V088,CAT09,2023-05-02,2024-08-04,703597.91,29490.87
C00431, V101,CAT04,2023-07-04,2025-10-25,938464.42,
C00432,V232,CAT05,2023-01-09,2024-08-10,272354.34,45879.9
C00433,V256,CAT08,2023-11-26,2024-11-10,863301.22,82427.04
C00434, V478, CAT08,2023-03-10,2025-01-13,72671.83,7783.33
C00435, V365,CAT04,2023-03-14,2025-12-16,388322.34,
C00436,v184,CAT10,2023-07-24,2025-07-17,510169.44,
C00437,V163,CAT06,2023-08-15,2024-12-22,831919.67,78741.13
C00438,V145 ,cat05,2023-10-23,2024-06-02,765294.62,54935.32
C00439,V255 , CAT07,2023-07-15,2025-03-17,319589.7,52826.26
C00440,v435,CAT02,2023-12-25,2025-08-06,310697.67,36287.97
C00441,V499 ,CAT03,2023-02-20,2025-02-02,369198.21,43838.64
C00442,V266 ,cat07,2023-08-05,2025-10-15,475176.9,17593.93
C00443,V194,cat03,2023-01-05,2025-11-13,702082.19,
C00444,V008,CAT05 ,2023-03-04,2025-07-30,474951.91,19007.73
C00445,V163 ,CAT10,2023-08-05,2024-09-15,853207.04,
C00446,v039,CAT07,2023-05-22,2025-03-05,320380.81,70096.17
C00447,V327 , CAT06,2023-06-16,2025-01-10,113814.84,26042.3
C00448,V332,CAT06 ,2023-05-05,2025-07-19,449684.21,
C00449,V479 ,cat05,2023-05-24,2025-04-12,910622.98,5172.01
C00450,V285 , CAT04,2023-12-20,2025-01-04,176654.72,89401.25
C00451,V296,CAT07,2023-04-24,2024-10-22,947558.2,69147.16
C00452,V449 ,CAT09,2023-05-29,2024-06-07,899831.56,88158.56
C00453,V129,cat09,2023-01-28,2025-04-13,250810.82,48061.99
C00454,V395,cat05,2023-04-22,2025-04-26,603256.88,30808.62
C00455,V002,cat06,2023-04-25,2025-07-26,189529.1,74211.92
C00456,V002,CAT07 ,2023-07-14,2024-10-05,577844.2,33821.36
C00457, V222,CAT01 ,2023-05-27,2024-06-14,467694.68,61860.85
C00458,V483,cat05,2023-08-20,2024-10-22,118601.98,70752.85
C00459,V008,cat03,2023-05-19,2025-12-24,886425.21,
C00460,V198 , CAT10,2023-11-29,2024-08-10,228813.37,81731.69
C00461,V187 ,CAT02,2023-09-11,2024-09-10,622833.66,29238.35
C00462,V032,CAT01,2023-07-06,2025-05-02,790056.02,74361.52
C00463,v247,cat06,2023-06-14,2024-08-15,531732.4,96622.13
C00464,V023 , CAT01,2023-03-30,2025-08-15,462558.38,17154.4
C00465, V169,CAT01,2023-01-26,2025-03-17,373894.22,42405.88
C00466,V497 ,CAT02,2023-07-13,2025-09-02,551468.45,81858.09
C00467,v089,CAT03,2023-03-30,2025-08-20,338733.9,80155.2
C00468, V287, CAT07,2023-02-07,2024-06-20,83053.09,63373.64
C00469,V393,CAT05,2023-07-22,2024-10-16,532649.56,75038.12
C00470,V038 , CAT03,2023-12-25,2025-05-05,821718.58,96850.95
C00471,V104,CAT07 ,2023-04-22,2025-04-29,225835.67,70818.92
C00472,V313,CAT02,2023-09-11,2025-01-15,787973.27,16062.15
C00473,v493,CAT01,2023-09-08,2025-01-01,52096.7,83150.18
C00474,V114,cat07,2023-09-26,2024-07-22,475446.9,54376.55
C00475,V452,cat07,2023-05-25,2024-10-22,697981.25,69718.15
C00476, V298,CAT02,2023-04-08,2025-06-18,572268.31,28228.44
C00477,V012,cat04,2023-06-13,2025-08-27,692054.81,28576.7
C00478,V312,CAT08,2023-02-10,2025-01-22,79846.85,90211.94
C00479,v002,CAT10,2023-02-10,2025-05-15,494609.8,64282.3
C00480,V041,CAT08,2023-12-11,2024-12-28,359426.72,18829.06
C00481, V400,CAT05,2023-07-01,2025-12-03,543421.04,
C00482,V163 , CAT07,2023-11-04,2025-06-14,924386.42,9237.01
C00483,V207,CAT10,2023-09-15,2024-12-05,331543.18,9220.38
C00484,V402,CAT08,2023-07-09,2024-08-30,481622.02,18706.89
C00485, V391,CAT06,2023-07-01,2025-03-24,538995.02,69485.49
C00486,V201,CAT09,2023-10-26,2025-10-26,312124.59,19841.5
C00487, V319,CAT10,2023-03-08,2025-11-01,949221.41,8449.16
C00488,v405,CAT10,2023-05-08,2024-06-05,467120.89,18023.16
C00489,V020,cat05,2023-11-17,2025-04-25,752103.62,77397.8
C00490,V017,cat03,2023-06-09,2025-11-08,156452.66,60637.34
C00491,v353,CAT04,2023-11-12,2024-11-29,267523.97,11917.45
C00492, V094, CAT06,2023-07-30,2024-12-08,773222.5,86642.4
C00493,V414,CAT03,2023-11-26,2024-10-27,589134.56,87501.27
C00494,v320,CAT08,2023-09-19,2025-06-26,757770.27,95347.45
C00495,V129 ,CAT10,2023-02-22,2025-01-05,175161.81,44644.9
C00496,V155 ,CAT10 ,2023-09-20,2024-06-16,450938.16,99228.33
C00497,V175,cat01,2023-08-29,2024-09-05,938356.58,83062.44
C00498,V139,CAT07,2023-07-12,2025-06-13,58538.82,23783.48
C00499,V263,CAT04,2023-10-29,2025-01-02,447989.66,12502.12
C00500, V164,cat01,2023-05-22,2025-10-23,581451.8,27665.16
C00501, V137,CAT03,2023-03-22,2025-04-05,456292.09,72419.62
C00502,v084,CAT03,2023-05-02,2025-08-29,659155.68,21072.21
C00503,v404,CAT10 ,2023-05-02,2025-05-02,549788.99,80694.2
C00504, V386,cat10,2023-03-24,2024-09-06,807714.13,40851.34
C00505,V214,CAT04 ,2023-04-19,2024-07-18,391383.68,83496.66
C00506,v077,CAT05,2023-01-08,2025-02-20,271860.05,78612.42
C00507,V124,CAT05,2023-10-24,2025-05-01,752900.02,
C00508, V302,CAT07,2023-05-01,2024-06-30,415203.11,17295.13
C00509,V095,CAT01,2023-12-06,2025-01-17,316199.73,89370.09
C00510, V044,CAT06,2023-12-13,2024-12-01,298851.14,44973.67
C00511,V280, CAT09,2023-10-29,2025-04-12,417420.56,68462.72
C00512,V353 ,CAT03,2023-12-23,2024-09-18,409809.23,
C00513,V435, CAT05,2023-04-29,2024-12-26,205019.49,79364.32
C00514,V391,CAT09,2023-09-15,2025-02-02,914622.2,58892.47
C00515,V001 ,CAT02 ,2023-11-11,2025-01-21,98069.29,84393.63
C00516,V067,CAT03,2023-10-25,2024-08-05,944807.43,
C00517,V242,CAT01,2023-08-11,2025-03-27,617919.94,95250.66
C00518,V340 ,CAT03,2023-10-04,2024-06-18,476109.32,97491.67
C00519,V048,CAT02 ,2023-06-22,2025-04-27,231816.63,
C00520,V163,CAT03,2023-09-02,2024-08-02,557686.88,38488.04
C00521,V469 , CAT04,2023-11-01,2024-12-31,262194.64,30477.45
C00522,V403,CAT01,2023-09-24,2025-08-13,98223.41,88277.13
C00523, V073,cat06,2023-07-14,2025-08-29,668520.75,79530.34
C00524,v106,CAT09,2023-06-09,2025-05-27,485949.36,35334.38
C00525,v400,CAT02,2023-12-09,2024-10-17,795803.41,7664.53
C00526,V026,CAT06,2023-10-04,2025-07-13,489833.47,90261.87
C00527,v447,CAT07,2023-07-03,2025-05-27,976986.98,91385.09
C00528, V036, CAT09,2023-07-03,2024-10-10,667453.96,42981.3
C00529, V325, CAT09,2023-02-23,2024-11-09,531811.97,63993.13
C00530, V237,CAT04,2023-12-29,2024-10-23,277689.77,21804.31
C00531,V105,CAT01,2023-06-11,2024-09-12,891441.33,13546.49
C00532,v325,CAT04,2023-06-27,2025-11-19,592176.29,7167.04
C00533,V367 ,cat06,2023-05-19,2025-08-31,376786.87,37872.5
C00534,V022,cat09,2023-11-10,2025-02-02,578651.97,74416.58
C00535, V168,CAT08,2023-08-26,2025-07-02,646754.66,33597.12
C00536,V027 , CAT02,2023-10-17,2024-12-28,966988.57,91714.38
C00537,V478, CAT01,2023-01-04,2025-10-03,354171.17,68861.2
C00538, V250,cat08,2023-04-26,2024-08-03,914179.83,89575.66
C00539,V370 ,CAT10,2023-07-20,2024-12-29,256918.81,28806.6
C00540,V307,CAT02,2023-03-25,2025-03-09,166522.67,
C00541,V101 ,CAT04,2023-05-15,2024-11-09,312277.93,69743.48
C00542,V086,CAT07,2023-09-05,2025-05-18,677144.61,47192.25
C00543,V169,CAT03,2023-04-04,2024-10-23,725840.29,59105.02
C00544,V284,CAT07,2023-04-20,2025-02-06,249716.4,73902.16
C00545,V172,CAT08,2023-12-12,2025-11-01,823922.36,46291.26
C00546,V252, CAT03,2023-12-05,2025-10-20,810670.53,38816.07
C00547,V193,CAT09,2023-07-23,2025-08-31,333882.21,9397.52
C00548,v185,CAT09,2023-03-03,2024-06-02,989640.29,26997.27
C00549, V084,CAT06,2023-03-19,2024-08-28,303137.91,42222.79
C00550,V202, CAT05,2023-08-17,2024-12-24,757067.79,93964.18
C00551, V046,CAT02,2023-10-22,2024-12-14,179231.53,83938.08
C00552,V348,CAT06,2023-04-25,2025-07-14,92892.6,
C00553,V204,CAT03 ,2023-08-23,2025-07-19,504950.46,56969.22
C00554,V292 , CAT07,2023-02-13,2025-08-31,634921.08,6225.92
C00555,V071 ,CAT10,2023-12-21,2025-10-16,316890.17,59091.35
C00556,V161 ,CAT10,2023-04-22,2025-09-05,925240.13,98227.5
C00557,V226,CAT04,2023-07-29,2025-01-05,169328.97,13126.7
C00558,V330,CAT10,2023-05-16,2025-04-29,761777.35,33592.01
C00559,V282,CAT06 ,2023-08-18,2025-02-23,261897.82,6792.03
C00560,V041 ,CAT03,2023-06-25,2025-04-19,707452.33,98758.7
C00561,V247 ,CAT05,2023-12-27,2024-10-25,638781.49,78547.82
C00562,V204 ,cat03,2023-12-09,2025-12-21,889499.56,13121.37
C00563,V339,cat09,2023-10-11,2024-07-06,644489.13,20150.01
C00564,v483, CAT06,2023-05-18,2025-05-03,528051.79,72718.05
C00565, V239,CAT04,2023-03-11,2024-10-07,607491.03,86796.33
C00566,V425,CAT06 ,2023-05-30,2025-02-12,707538.77,39665.8
C00567,V452,CAT05,2023-12-14,2025-01-16,751395.77,41631.31
C00568,V385,CAT02,2023-12-31,2024-07-18,978302.46,14653.54
C00569,v348,CAT07 ,2023-05-29,2025-07-11,356755.96,
C00570,V051,CAT05,2023-05-12,2025-08-31,467989.43,60141.12
C00571,V245,CAT10,2023-05-04,2025-01-05,466773.52,58323.87
C00572,V282, CAT09,2023-11-02,2024-09-28,127887.42,65876.77
C00573,,CAT09 ,2023-02-07,2025-01-23,356217.82,16837.66
C00574,v015,CAT03,2023-07-17,2025-07-30,102705.8,74631.8
C00575,V215,cat03,2023-12-31,2024-09-27,226164.53,17652.66
C00576,V120,CAT04,2023-06-12,2025-07-07,595661.84,66903.54
C00577,V215,CAT10,2023-01-25,2025-11-27,89073.55,10581.55
C00578, V348,CAT05,2023-06-27,2025-06-12,430284.58,14895.88
C00579,V153,CAT04 ,2023-12-27,2025-01-22,801614.04,
C00580,v307,CAT08,2023-02-08,2024-09-16,131370.53,5696.44
C00581,V434,cat03,2023-08-29,2025-09-27,407215.92,21366.33
C00582, V223,CAT09 ,2023-10-18,2025-04-05,206647.9,22104.08
C00583,V456,CAT02 ,2023-12-11,2025-08-08,985522.54,84231.06
C00584,V382,cat05,2023-10-12,2025-02-06,678878.63,80477.07
C00585,V114 ,CAT06,2023-09-17,2025-01-07,111202.04,39564.68
C00586,V041,CAT07 ,2023-10-24,2025-01-13,376139.46,29203.72
C00587,v069,CAT04,2023-10-31,2025-08-02,733251.16,77021.78
C00588,V022, CAT05,2023-04-27,2024-06-11,783506.52,
C00589,V466,CAT01,2023-10-17,2025-10-02,598505.95,70414.44
C00590,v128,CAT07 ,2023-11-25,2024-08-04,453198.94,48027.93
C00591,V108,cat10,2023-10-15,2025-01-15,578742.21,
C00592,V490,CAT05,2023-07-30,2025-12-08,440550.63,53752.58
C00593,V496,cat03,2023-05-03,2025-02-19,934147.74,
C00594,V243, CAT08,2023-04-01,2025-09-06,656679.72,99249.65
C00595,V340 ,CAT06,2023-04-09,2025-02-16,886341.04,
C00596,V482 ,CAT07 ,2023-07-19,2025-10-28,559178.78,10512.63
C00597,V294 ,cat07,2023-10-25,2024-07-14,401011.63,20687.79
C00598,v460,CAT02,2023-04-01,2025-08-26,713273.5,24829.09
C00599,V153, CAT06,2023-12-08,2025-05-22,286320.52,51447.4
C00600,V443, CAT06,2023-07-03,2025-11-01,702983.9,87819.39
C00601,V466, CAT05,2023-08-16,2025-09-07,655006.29,98042.09
C00602,v127,CAT10,2023-01-11,2025-06-13,224715.99,74460.69
C00603,V030 ,CAT10,2023-08-23,2025-07-20,956302.57,23829.49
C00604,V360,CAT05,2023-06-15,2025-12-01,510228.64,40902.65
C00605,v408,CAT09,2023-09-24,2024-10-21,729152.21,23697.75
C00606,V168 ,CAT08,2023-12-15,2025-09-22,357584.51,76152.09
C00607, V209,CAT02,2023-11-14,2024-07-18,923817.28,20585.11
C00608,V286, CAT02,2023-01-03,2025-08-15,391793.83,63485.12
C00609, V308,cat02,2023-09-12,2025-08-26,658929.32,5170.68
C00610,V411 ,CAT03,2023-04-21,2025-12-07,238615.19,31266.85
C00611,V271,CAT09,2023-01-06,2025-06-08,224588.9,88434.03
C00612,V441 ,cat08,2023-08-17,2024-10-02,521841.89,98575.26
C00613,V402 ,CAT01,2023-01-15,2025-11-12,709547.88,46312.75
C00614,V309,CAT08,2023-12-17,2025-06-27,212441.64,22199.02
C00615,V198,CAT01 ,2023-03-01,2024-06-10,498312.44,45167.92
C00616,V342 ,CAT04,2023-12-28,2025-06-02,221906.9,8187.27
C00617,V182,CAT06,2023-12-31,2025-07-19,392720.36,27877.47
C00618,V059,cat05,2023-04-08,2025-12-23,995055.89,67439.91
C00619,V283 ,CAT06,2023-01-28,2024-11-08,707430.34,22345.83
C00620,v499,cat03,2023-09-01,2025-11-20,324547.33,45874.57
C00621,V392,CAT08,2023-09-28,2024-12-03,942468.37,17762.94
C00622,V396,CAT07 ,2023-07-23,2024-11-30,806172.81,97962.82
C00623,V284, CAT03,2023-05-13,2024-09-18,642861.24,36945.45
C00624,V428 ,CAT05,2023-06-30,2025-10-20,115429.76,53199.39
C00625,V239,cat08,2023-09-26,2025-01-20,473471.0,10696.16
C00626,V164,CAT02,2023-10-07,2025-01-25,243941.04,32835.26
C00627,V332,cat07,2023-02-04,2025-08-15,753327.82,41424.8
C00628, V460,cat05,2023-06-10,2025-07-04,364854.57,44971.84
C00629,V141,cat06,2023-02-07,2024-10-09,848677.76,74697.45
C00630,V254,CAT10,2023-09-04,2024-08-16,180855.16,48288.1
C00631,v343,CAT07,2023-05-28,2025-02-17,386550.46,23467.63
C00632,V206, CAT04,2023-08-07,2024-07-01,870277.67,55377.97
C00633,v124,CAT06 ,2023-06-21,2025-06-05,816342.94,35861.36
C00634,V151,CAT01,2023-07-01,2024-06-22,621711.72,
C00635,V434,CAT09,2023-02-26,2025-01-20,160955.19,20620.44
C00636,V233 ,cat02,2023-04-24,2025-06-04,995749.77,75195.6
C00637,V471,CAT03,2023-06-14,2025-04-15,543473.99,93219.93
C00638,V450,CAT10 ,2023-10-16,2024-10-28,470304.36,
C00639,V352,CAT03,2023-03-08,2024-09-30,665647.99,41003.98
C00640,v088,CAT08,2023-10-08,2025-08-27,322116.71,87415.7
C00641,V350,CAT05,2023-08-06,2025-08-25,908910.33,48796.29
C00642,V447 ,CAT01,2023-11-05,2024-08-07,394382.67,13484.97
C00643,V033,CAT04,2023-07-10,2025-03-13,661692.3,95423.23
C00644,V174,CAT10,2023-03-29,2024-09-17,963564.45,41648.14
C00645,V152, CAT07,2023-05-17,2025-11-04,693587.11,28178.39
C00646,V191 ,CAT05 ,2023-09-03,2024-12-10,688010.94,82654.42
C00647,V183,CAT04 ,2023-05-22,2025-06-12,416141.77,61579.64
C00648,V177,CAT06,2023-06-22,2024-09-25,78892.72,43255.99
C00649,V168,CAT06,2023-01-03,2025-07-30,812633.26,33630.52
C00650, V070,cat03,2023-05-13,2025-03-28,477639.37,99383.57
C00651,V278,cat06,2023-09-26,2025-08-19,364519.61,99842.69
C00652,V130,CAT04,2023-08-03,2024-12-11,869086.63,76331.05
C00653,V194,CAT09,2023-02-04,2024-11-10,687536.91,23546.6
C00654,V465,cat10,2023-08-09,2024-06-16,929845.79,81424.8
C00655,V004,cat07,2023-05-30,2024-08-28,624924.01,37513.7
C00656,V317,CAT02,2023-06-11,2025-02-13,189907.54,5419.34
C00657,V412,CAT04,2023-06-04,2025-02-07,698586.06,19828.88
C00658,V415,CAT10,2023-08-08,2024-07-26,429766.06,26598.22
C00659,V029,CAT04,2023-03-06,2025-05-12,686422.69,70537.5
C00660, V188,CAT01,2023-09-30,2025-03-10,966715.41,8963.79
C00661,V226,CAT02,2023-08-25,2024-12-11,687218.93,16510.75
C00662,V322 ,cat03,2023-06-05,2025-04-16,117070.41,34807.13
C00663,v270,CAT04,2023-02-01,2025-01-27,431562.68,64772.42
C00664,V125,CAT05 ,2023-02-25,2025-09-28,207038.54,13117.66
C00665,v485, CAT03,2023-09-10,2025-05-29,832411.04,60292.48
C00666,V444,cat01,2023-08-27,2024-11-26,105980.8,65643.47
C00667,V493,CAT07,2023-03-21,2025-04-08,897525.26,35046.56
C00668, V411,CAT08,2023-01-30,2025-10-07,981036.53,
C00669,V144,CAT01,2023-02-15,2025-06-27,668995.17,73087.76
C00670,V213,CAT01,2023-06-05,2025-09-05,708375.85,12316.67
C00671,V101,cat04,2023-06-24,2025-10-24,187406.51,20800.41
C00672,v387,CAT10,2023-08-10,2024-06-19,647119.72,89362.32
C00673,V106,CAT07,2023-09-18,2025-04-22,441316.47,75737.14
C00674,V469 ,cat09,2023-02-09,2024-07-17,826783.15,43136.49
C00675,V311 ,CAT01,2023-05-16,2024-12-02,281980.28,33596.18
C00676,v036,cat07,2023-01-11,2025-08-30,709680.41,93530.31
C00677,V277,CAT09,2023-07-18,2025-11-23,169052.14,12745.61
C00678,V132,CAT09,2023-09-14,2025-05-21,153921.4,37554.05
C00679,V451,cat10,2023-08-13,2025-09-15,467655.58,61786.24
C00680,V228,CAT04,2023-04-19,2024-10-16,834069.64,18829.63
C00681,V073,cat06,2023-03-08,2025-06-23,342421.82,
C00682, V315,CAT02,2023-10-01,2025-12-17,859887.28,34023.54
C00683,V138, CAT02,2023-06-22,2025-07-18,201259.37,19926.09
C00684,V173,CAT06,2023-11-03,2025-02-04,248058.09,23244.98
C00685,V251,CAT10,2023-11-26,2024-11-21,895497.55,56437.19
C00686, V323,CAT06,2023-09-25,2024-07-17,323684.4,11144.48
C00687,V153 , CAT04,2023-12-10,2025-09-25,618163.41,20225.75
C00688,V108,CAT07,2023-09-08,2024-06-01,648904.69,56600.48
C00689,v374, CAT10,2023-05-21,2025-10-29,842137.53,75674.01
C00690,v163,CAT05,2023-08-06,2025-12-27,826740.51,
C00691,V412 ,CAT03 ,2023-10-06,2025-11-19,71706.67,88814.17
C00692,V156,CAT03,2023-07-01,2024-06-03,391687.77,55944.78
C00693,V075,cat09,2023-02-11,2025-02-28,553539.5,26370.73
C00694,V056,CAT02,2023-12-21,2025-04-03,159559.22,73832.1
C00695,V420 ,CAT08,2023-07-18,2024-07-06,387907.41,94374.9
C00696,V389,CAT05,2023-06-28,2025-10-26,557137.81,47317.93
C00697,V227 ,CAT05,2023-06-26,2025-04-10,699837.65,13016.85
C00698,V460,CAT10 ,2023-04-01,2025-10-08,814195.1,71570.57
C00699,V077,CAT08 ,2023-05-27,2025-07-27,517081.66,41317.67
C00700, V149,CAT06 ,2023-09-30,2024-08-24,851407.87,39016.07
C00701,V276 ,CAT10,2023-03-20,2025-02-01,417535.78,65379.23
C00702,V383,CAT09,2023-03-18,2025-10-30,937591.94,21011.88
C00703,V343,CAT04,2023-11-01,2025-11-04,826357.31,52713.41
C00704, V006,cat06,2023-06-16,2024-06-28,909003.93,24452.15
C00705,V200 ,cat01,2023-10-03,2024-06-29,968348.5,13054.57
C00706,V083,CAT03 ,2023-01-12,2024-11-07,592432.63,98337.57
C00707, V466,CAT04,2023-11-06,2024-11-01,615290.11,58260.49
C00708,V105 ,CAT07,2023-03-23,2025-11-23,433057.49,
C00709,v222,cat07,2023-12-22,2025-07-01,948200.74,82175.96
C00710,V032,CAT10,2023-12-25,2024-08-07,103807.25,47411.96
C00711,V287,CAT03,2023-10-21,2025-05-28,449638.43,77704.77
C00712,v460,CAT06 ,2023-06-12,2024-10-18,52783.57,26397.15
C00713,V494, CAT10,2023-04-03,2025-05-22,129032.22,60877.63
C00714,V213,CAT01,2023-02-19,2025-03-15,424781.53,6691.99
C00715,V107,CAT10,2023-04-04,2025-02-22,503777.54,91192.98
C00716,V013,CAT07,2023-01-06,2025-02-27,468313.47,23812.83
C00717,v192,cat05,2023-09-10,2025-01-10,360664.49,44745.28
C00718,V113,CAT06 ,2023-01-25,2025-01-02,121512.8,96771.89
C00719,V198, CAT06,2023-04-02,2025-06-22,870323.76,98310.34
C00720,V064,CAT10 ,2023-06-17,2025-11-24,169285.39,56961.18
C00721,V314,CAT08,2023-01-03,2025-06-24,580098.73,14262.06
C00722,V383,CAT03,2023-09-15,2024-08-28,742751.69,60280.92
C00723,V117, CAT01,2023-11-01,2025-05-01,641201.85,33582.84
C00724,V289,CAT03,2023-12-29,2024-09-25,478064.98,
C00725,V056, CAT07,2023-11-18,2025-11-07,599659.56,36573.59
C00726,V216,CAT06,2023-05-17,2025-08-04,137591.81,79701.1
C00727,V153,CAT01,2023-01-22,2025-04-22,343722.13,46366.74
C00728,V429,CAT10,2023-12-12,2025-03-01,243014.13,45946.44
C00729,v419,CAT09 ,2023-04-23,2025-10-16,367414.83,
C00730,V275, CAT09,2023-03-19,2025-05-09,77072.93,
C00731, V084,CAT08,2023-05-19,2025-06-24,67493.31,86374.03
C00732,V436,CAT09 ,2023-04-03,2024-06-28,417287.84,
C00733,V357,CAT03 ,2023-03-10,2024-12-16,367432.59,
C00734,v033,,2023-03-28,2024-10-18,446048.9,26893.03
C00735,V159,CAT03,2023-12-16,2024-12-21,491927.9,66821.62
C00736,V250,cat06,2023-10-31,2025-09-14,984553.05,36147.66
C00737,V399, CAT01,2023-12-11,2025-02-14,408725.0,43061.62
C00738,V496,CAT08,2023-11-25,2024-11-28,255980.56,18062.72
C00739,V393 , CAT10,2023-07-10,2024-06-05,841950.12,52068.64
C00740,V137,CAT06,2023-11-13,2025-11-14,233923.52,69705.79
C00741,v293,CAT01 ,2023-07-19,2024-07-02,543390.73,26385.5
C00742,V389,CAT10,2023-09-11,2025-02-12,843935.06,82024.8
C00743, V032,CAT08 ,2023-09-13,2025-02-14,769895.18,29382.37
C00744,V163 , CAT05,2023-03-15,2025-05-26,272667.56,99756.19
C00745,V287 ,CAT06 ,2023-01-19,2024-07-24,159702.78,92641.74
C00746, V263,cat10,2023-03-01,2025-02-06,381789.54,21788.98
C00747,V187 ,CAT03,2023-03-26,2025-02-12,708118.66,7205.35
C00748, V365,CAT09,2023-02-01,2025-04-02,969947.69,54882.9
C00749,V022 ,CAT09,2023-06-17,2025-02-28,425888.61,
C00750,V004,CAT07 ,2023-09-04,2024-06-17,483210.61,82017.53
C00751,v491, CAT01,2023-10-13,2025-06-26,523852.25,64837.92
C00752,V478,CAT09,2023-06-19,2025-11-07,859566.73,83311.05
C00753,V180,CAT04 ,2023-05-19,2025-06-27,761652.19,20407.18
C00754,V486,cat06,2023-08-05,2024-11-15,165787.59,44125.33
C00755,V279,CAT01 ,2023-04-17,2025-02-14,530678.56,66978.57
C00756, V096,CAT04,2023-01-05,2025-06-17,903479.57,83599.95
C00757,V446, CAT03,2023-12-14,2025-10-24,179967.31,33545.39
C00758,V393, CAT10,2023-08-08,2025-02-05,440144.61,55300.39
C00759,V017, CAT02,2023-03-10,2025-04-04,308318.76,34201.35
C00760,V276,CAT10,2023-10-09,2024-10-13,53013.36,97526.22
C00761,V221,CAT07,2023-05-26,2025-10-02,846872.2,87171.47
C00762,V500,CAT09 ,2023-10-06,2024-10-16,810794.73,24809.4
C00763,V467,CAT01,2023-08-04,2024-11-17,495170.53,72393.53
C00764, V054, CAT01,2023-05-07,2024-10-01,55311.3,69553.43
C00765,V219 ,cat05,2023-10-18,2024-06-18,725052.21,56641.67
C00766,V073,CAT05,2023-06-22,2025-07-07,69301.32,27079.69
C00767,v390,CAT01,2023-01-10,2025-10-22,450472.3,88536.02
C00768,V429,CAT07,2023-08-05,2025-02-02,765667.31,11130.27
C00769,V485,CAT01,2023-03-21,2024-08-16,741012.26,49516.78
C00770,V414,CAT01,2023-11-08,2024-08-16,347114.29,78267.78
C00771,V034,CAT09,2023-08-29,2024-10-02,80088.97,90033.82
C00772,v235,CAT03,2023-04-17,2025-11-20,540349.16,98080.01
C00773,V048 ,CAT08 ,2023-03-30,2024-08-08,128087.25,30683.26
