category_id,region_id,month,budgeted_spend
 CAT07,LATAM,2023-12-01,111605.41
CAT07,LATAM,2024-01-01,88738.4
cat07,latam,2024-02-01,84340.97
CAT07 ,LATAM,2024-03-01,
CAT07,LATAM,2024-04-01,29824.4
CAT07,LATAM,2024-05-01,23056.48
 CAT07,LATAM ,2024-06-01,67037.93
CAT07 ,LATAM,2024-07-01,52443.84
CAT07,LATAM,2024-08-01,57523.92
cat07,LATAM,2024-09-01,78605.79
CAT07,LATAM ,2024-10-01,78404.75
CAT07,LATAM,2024-11-01,50761.58
CAT07,LATAM,2024-12-01,119927.67
cat08,apac,2023-01-01,88706.8
CAT08,apac,2023-02-01,86703.79
CAT08,APAC ,2023-03-01,99022.23
CAT08 ,APAC,2023-04-01,
CAT08,APAC,2023-05-01,102755.75
cat08,apac,2023-06-01,23297.33
CAT08,apac,2023-07-01,
CAT08,APAC,2023-08-01,50191.74
CAT08 ,APAC,2023-09-01,119857.99
 CAT08, APAC,2023-10-01,113722.04
CAT08, APAC,2023-11-01,57079.17
CAT08,apac,2023-12-01,24981.11
 CAT08,APAC,2024-01-01,104103.36
CAT08,APAC,2024-02-01,33241.37
 CAT08,APAC ,2024-03-01,17455.56
cat08,APAC,2024-04-01,36236.04
CAT08,APAC,2024-05-01,57275.05
CAT08,apac,2024-06-01,56506.72
CAT08,APAC ,2024-07-01,101033.19
CAT08,APAC,2024-08-01,34565.02
 CAT08,apac,2024-09-01,64280.98
CAT08,APAC,2024-10-01,54878.0
cat08,APAC,2024-11-01,34734.29
CAT08,APAC,2024-12-01,
CAT08,EMEA,2023-01-01,88120.53
CAT08,EMEA,2023-02-01,110985.93
CAT08,emea,2023-03-01,27840.11
CAT08,EMEA,2023-04-01,32531.22
 CAT08,EMEA,2023-05-01,39277.03
CAT08,EMEA,2023-06-01,93860.56
 CAT08,emea,2023-07-01,56152.3
CAT08 ,EMEA,2023-08-01,32681.0
CAT08,EMEA ,2023-09-01,28119.19
cat08,EMEA ,2023-10-01,72757.53
 CAT08,EMEA ,2023-11-01,98645.86
CAT08,EMEA ,2023-12-01,17314.47
CAT08,EMEA,2024-01-01,84771.16
CAT08,EMEA,2024-02-01,45840.55
 CAT08,emea,2024-03-01,113342.22
CAT08,EMEA,2024-04-01,117051.55
CAT08,EMEA,2024-05-01,90173.96
CAT08,EMEA ,2024-06-01,21913.08
CAT08,EMEA,2024-07-01,73839.62
 CAT08,EMEA ,2024-08-01,29749.03
CAT08 ,emea,2024-09-01,114566.37
cat08,EMEA ,2024-10-01,64778.87
 CAT08,EMEA,2024-11-01,30897.58
CAT08, EMEA,2024-12-01,84804.96
 CAT08,NA,2023-01-01,11038.01
CAT08,na,2023-02-01,108278.8
CAT08,NA,2023-03-01,12152.05
CAT08,NA ,2023-04-01,108042.78
CAT08,NA,2023-05-01,112347.24
CAT08,NA ,2023-06-01,113069.56
CAT08, NA,2023-07-01,43348.61
 CAT08,NA,2023-08-01,83615.76
CAT08,NA,2023-09-01,41611.02
 CAT08,NA,2023-10-01,56598.68
cat08,NA ,2023-11-01,16887.33
cat08,,2023-12-01,115653.79
cat08,NA,2024-01-01,111210.13
CAT08,na,2024-02-01,68858.62
cat08,NA,2024-03-01,97277.93
cat08, NA,2024-04-01,77712.63
CAT08,NA,2024-05-01,37952.15
 CAT08,NA,2024-06-01,66397.01
cat08,NA,2024-07-01,49059.29
 CAT08,NA,2024-08-01,20865.08
CAT08,NA,2024-09-01,116745.49
CAT08, NA,2024-10-01,73016.44
CAT08,NA,2024-11-01,64338.37
CAT08,NA,2024-12-01,17368.5
CAT08,LATAM,2023-01-01,112618.33
CAT08,latam,2023-02-01,102215.08
CAT08,LATAM,2023-03-01,119764.62
CAT08,latam,2023-04-01,45169.42
 CAT08,LATAM,2023-05-01,81191.55
CAT08,LATAM,2023-06-01,23209.13
CAT08 ,LATAM,2023-07-01,75985.19
CAT08,LATAM,2023-08-01,13198.2
CAT08, LATAM,2023-09-01,68687.98
CAT08, LATAM,2023-10-01,
CAT08 ,LATAM,2023-11-01,17541.97
 CAT08,LATAM,2023-12-01,38706.72
CAT08,LATAM,2024-01-01,37490.91
CAT08,LATAM,2024-02-01,100419.71
 CAT08,LATAM,2024-03-01,87609.89
CAT08,LATAM,2024-04-01,67037.69
CAT08 ,LATAM,2024-05-01,118960.69
CAT08,latam,2024-06-01,93073.08
CAT08,LATAM,2024-07-01,28294.28
CAT08 ,LATAM,2024-08-01,52532.66
CAT08,LATAM,2024-09-01,106830.05
CAT08,LATAM,2024-10-01,55890.01
CAT08,LATAM,2024-11-01,89425.58
CAT08,latam,2024-12-01,114204.68
CAT09 ,APAC,2023-01-01,40274.39
 CAT09,APAC,2023-02-01,93095.52
CAT09,APAC,2023-03-01,24541.31
cat09,APAC,2023-04-01,119428.58
 CAT09,APAC,2023-05-01,25057.2
CAT09,APAC,2023-06-01,49524.79
CAT09,APAC,2023-07-01,10860.08
 CAT09, APAC,2023-08-01,82693.68
CAT09 , APAC,2023-09-01,116242.77
 CAT09,APAC,2023-10-01,103106.84
CAT09,APAC,2023-11-01,63429.56
cat09,APAC,2023-12-01,89563.93
cat09,APAC,2024-01-01,26619.11
CAT09,APAC,2024-02-01,60673.73
 CAT09,APAC,2024-03-01,11406.7
CAT09,APAC,2024-04-01,50406.93
CAT09 , APAC,2024-05-01,43033.82
CAT09,apac,2024-06-01,
 CAT09, APAC,2024-07-01,62067.78
CAT09,APAC,2024-08-01,110478.13
CAT09 , APAC,2024-09-01,29835.3
 CAT09,APAC ,2024-10-01,118565.72
CAT09,APAC,2024-11-01,108661.57
 CAT09,apac,2024-12-01,18347.16
 CAT09,EMEA,2023-01-01,23724.89
 CAT09,EMEA,2023-02-01,37524.29
cat09,EMEA,2023-03-01,31809.35
CAT09 , EMEA,2023-04-01,28334.91
CAT09 , EMEA,2023-05-01,35914.67
CAT09,emea,2023-06-01,77939.37
CAT09,EMEA,2023-07-01,32642.75
CAT09,EMEA,2023-08-01,64046.02
CAT09 ,emea,2023-09-01,36080.73
CAT09,emea,2023-10-01,10718.12
CAT09,EMEA,2023-11-01,84733.44
CAT09 ,emea,2023-12-01,17907.34
CAT09, EMEA,2024-01-01,23365.69
CAT09,EMEA ,2024-02-01,93131.84
CAT09,EMEA,2024-03-01,80934.84
CAT09,EMEA,2024-04-01,61884.79
CAT09 ,emea,2024-05-01,54815.5
CAT09, EMEA,2024-06-01,82876.79
cat09,EMEA,2024-07-01,89313.35
CAT09,EMEA ,2024-08-01,
CAT09 , EMEA,2024-09-01,48051.02
cat09,EMEA,2024-10-01,74952.92
CAT09,EMEA,2024-11-01,114535.27
CAT09,EMEA,2024-12-01,63041.16
 CAT09, NA,2023-01-01,79294.57
CAT09, NA,2023-02-01,87695.4
CAT09 ,NA,2023-03-01,37138.63
CAT09 ,NA,2023-04-01,94388.44
CAT09, NA,2023-05-01,
CAT09,na,2023-06-01,48299.65
CAT09 , NA,2023-07-01,40452.32
cat09,NA,2023-08-01,108107.51
cat09,NA,2023-09-01,103815.92
CAT09,NA,2023-10-01,34066.99
CAT09 , NA,2023-11-01,79322.04
CAT09,NA,2023-12-01,106071.31
 CAT09,na,2024-01-01,70951.22
CAT09,na,2024-02-01,15683.83
 CAT09, NA,2024-03-01,12589.43
 CAT09,NA,2024-04-01,41486.08
 CAT09,na,2024-05-01,19948.65
cat09,NA,2024-06-01,83226.53
CAT09 ,NA,2024-07-01,10632.04
CAT09,NA ,2024-08-01,59226.67
CAT09, NA,2024-09-01,28195.13
CAT09,na,2024-10-01,93374.26
CAT09,NA,2024-11-01,64487.99
CAT09,na,2024-12-01,68725.28
CAT09,LATAM,2023-01-01,46101.91
CAT09,LATAM,2023-02-01,102177.44
CAT09,latam,2023-03-01,30973.22
CAT09,LATAM,2023-04-01,
cat09, LATAM,2023-05-01,
CAT09 ,LATAM,2023-06-01,75705.17
,LATAM,2023-07-01,15677.84
CAT09,LATAM,2023-08-01,31043.99
CAT09,LATAM ,2023-09-01,106807.04
CAT09,latam,2023-10-01,102265.75
 CAT09,LATAM,2023-11-01,93687.92
CAT09,latam,2023-12-01,
CAT09, LATAM,2024-01-01,
cat09,LATAM,2024-02-01,
CAT09,LATAM,2024-03-01,48045.41
CAT09 ,LATAM,2024-04-01,79177.03
CAT09,LATAM,2024-05-01,109715.2
 CAT09,LATAM,2024-06-01,67534.82
CAT09,LATAM ,2024-07-01,91974.98
cat09, LATAM,2024-08-01,118912.87
CAT09,LATAM ,2024-09-01,76038.6
CAT09, LATAM,2024-10-01,14556.1
cat09, LATAM,2024-11-01,27817.86
CAT09,LATAM ,2024-12-01,
cat10,APAC,2023-01-01,69111.27
cat10,APAC,2023-02-01,32573.47
CAT10 ,APAC,2023-03-01,23929.42
CAT10,apac,2023-04-01,119140.09
CAT10, APAC,2023-05-01,38499.99
cat10, APAC,2023-06-01,
CAT10,APAC ,2023-07-01,112370.83
CAT10,apac,2023-08-01,114953.77
CAT10 ,APAC,2023-09-01,23878.83
cat10,APAC,2023-10-01,64571.95
CAT10,APAC,2023-11-01,66302.76
CAT10,apac,2023-12-01,100225.22
CAT10,apac,2024-01-01,99400.95
cat10,APAC,2024-02-01,42536.67
cat10,APAC ,2024-03-01,71861.81
CAT10, APAC,2024-04-01,110712.29
cat10,APAC,2024-05-01,95085.6
cat10,apac,2024-06-01,48144.39
CAT10,APAC,2024-07-01,110874.49
CAT10,apac,2024-08-01,110411.81
CAT10,apac,2024-09-01,115708.48
CAT10 ,APAC,2024-10-01,42328.9
CAT10,APAC,2024-11-01,13018.44
CAT10,APAC ,2024-12-01,69819.48
CAT10,EMEA,2023-01-01,64705.38
CAT10,EMEA,2023-02-01,13442.08
CAT10,EMEA ,2023-03-01,14360.5
CAT10,EMEA,2023-04-01,52661.68
 CAT10,EMEA,2023-05-01,58229.8
CAT10,EMEA,2023-06-01,55774.57
CAT10 ,emea,2023-07-01,58607.47
CAT10,EMEA,2023-08-01,69113.29
 CAT10,EMEA,2023-09-01,71646.13
 CAT10,EMEA,2023-10-01,70148.97
 CAT10,EMEA ,2023-11-01,103701.83
cat10,EMEA ,2023-12-01,106645.11
CAT10,EMEA ,2024-01-01,86398.24
CAT10,EMEA,2024-02-01,112028.01
CAT10,emea,2024-03-01,33691.44
CAT10, EMEA,2024-04-01,
CAT10, EMEA,2024-05-01,107869.58
CAT10,EMEA,2024-06-01,99257.64
CAT10,EMEA,2024-07-01,61110.39
 CAT10,EMEA,2024-08-01,38248.9
CAT10,EMEA,2024-09-01,114260.39
cat10,EMEA,2024-10-01,99139.26
CAT10,emea,2024-11-01,100764.67
 CAT10,EMEA,2024-12-01,73109.62
CAT10,NA,2023-01-01,29168.61
CAT10,NA,2023-02-01,38817.77
CAT10 ,na,2023-03-01,48874.24
cat10,NA,2023-04-01,94995.81
cat10,NA ,2023-05-01,66434.6
CAT10, NA,2023-06-01,86596.03
CAT10, NA,2023-07-01,35054.98
CAT10,NA,2023-08-01,
CAT10,na,2023-09-01,33792.61
cat10,NA,2023-10-01,63124.72
CAT10 ,na,2023-11-01,87186.78
CAT10,NA,2023-12-01,77939.2
CAT10, NA,2024-01-01,23260.97
CAT10,NA,2024-02-01,31192.74
CAT10,NA,2024-03-01,34764.44
CAT10, NA,2024-04-01,100871.15
CAT10,NA,2024-05-01,28700.61
CAT10,na,2024-06-01,50480.6
CAT10,NA,2024-07-01,69284.75
 CAT10,NA,2024-08-01,79132.57
CAT10,na,2024-09-01,85936.23
cat10,NA,2024-10-01,108136.36
CAT10, NA,2024-11-01,102710.71
CAT10,NA,2024-12-01,97706.36
CAT10, LATAM,2023-01-01,84622.64
cat10,latam,2023-02-01,105262.82
CAT10,LATAM ,2023-03-01,89274.52
CAT10 , LATAM,2023-04-01,38888.43
CAT10,LATAM,2023-05-01,53199.29
CAT10,LATAM,2023-06-01,33967.37
CAT10 ,LATAM,2023-07-01,34172.9
CAT10,LATAM ,2023-08-01,13378.99
CAT10,LATAM,2023-09-01,39098.44
CAT10,LATAM,2023-10-01,29847.57
 CAT10,LATAM ,2023-11-01,73100.14
CAT10,LATAM,2023-12-01,80242.7
CAT10 ,LATAM,2024-01-01,102877.33
CAT10 ,LATAM ,2024-02-01,
 CAT10,LATAM,2024-03-01,68091.0
 CAT10,LATAM,2024-04-01,20132.64
CAT10, LATAM,2024-05-01,106286.07
cat10,latam,2024-06-01,108781.78
CAT10,LATAM,2024-07-01,58694.51
 CAT10,latam,2024-08-01,44751.27
CAT10,LATAM,2024-09-01,112884.76
CAT10,LATAM ,2024-10-01,
CAT10,LATAM,2024-11-01,11438.07
cat10,LATAM ,2024-12-01,15881.66
