po_id,po_line_id,vendor_id,category_id,region_id,order_date,ordered_amount,currency
PO00981,POL1 ,V199,cat06, APAC,2023-05-21,22038.08,USD
PO00982,POL1, V426,CAT09 ,APAC,2023-08-10,67638.14,usd
PO00983,POL3 ,V012,CAT03,APAC ,2024-04-18,46047.28, USD
PO00984,pol3,v483,CAT09,EMEA,2024-09-05,2641.76,USD
PO00985,POL2,V355,CAT02,LATAM,2023-06-06,46936.7,usd
PO00986,POL3, V209, CAT08,APAC,2024-05-29,85281.66,usd
PO00987,pol3,V399 ,CAT10,APAC ,2023-04-03,19321.68, USD
PO00988,POL2,V202 , CAT04,emea,2023-09-29,83198.54,USD
PO00989, POL2, V440,CAT07,na,2024-12-06,74181.24,USD
PO00990,POL3 , V369,CAT08,EMEA,2024-06-19,79090.94,USD
PO00991,POL1,,CAT04, APAC,2023-02-18,18296.33,usd
PO00992,POL1,V018,CAT04, EMEA,2023-06-08,88225.68,USD
PO00993,POL2,V346,cat08, LATAM,2023-06-18,15469.52,USD
PO00994, POL1,V280,CAT01, EMEA,2024-09-30,95264.74,usd
PO00995,POL2,V045,cat04,NA,2024-06-09,24077.1,
PO00996,POL3,V194 ,CAT06,EMEA,2023-07-21,55498.05,USD
PO00997,POL3,V045,CAT02,na,2023-12-11,63383.08,USD
PO00998,POL2 , V393, CAT06,LATAM,2024-06-09,85969.42, USD
PO00999,POL3,V422,CAT01,LATAM,2024-04-20,51116.54,
PO01000, POL3, V206,CAT05 , APAC,2023-09-28,19696.81,usd
PO01001,POL3 ,V374, CAT03,LATAM,2024-04-10,13855.02, USD
PO01002,POL2 , V357,CAT07,NA,2023-11-01,55149.41,USD
PO01003,pol2,V164,CAT02 ,APAC,2023-10-02,39119.25,usd
PO01004,POL3,v336,CAT04,na,2023-05-06,61608.45,
PO01005,pol2,V307,CAT01, EMEA,2024-11-02,, USD
PO01006,POL2,V460,CAT02, EMEA,2023-05-11,76644.02,USD
PO01007,pol3,V046,CAT03,NA,2023-10-24,79633.63, USD
PO01008, POL3,V370,CAT04,latam,2023-01-17,83591.74,USD
PO01009, POL3,V270,CAT03,EMEA,2023-10-14,6013.1,
PO01010,POL1,v121,CAT01,LATAM,2023-09-10,94942.94,usd
PO01011,POL3,V267, CAT08,LATAM,2024-06-28,34940.21,USD
PO01012,POL3,V415,CAT01,LATAM,2023-09-23,45598.11, USD
PO01013,POL1 ,V422,CAT09,EMEA,2023-07-11,48595.31,
PO01014,pol2, V089,CAT10, APAC,2024-12-31,96973.13,
PO01015, POL3,V172 ,cat05,EMEA ,2024-06-24,65165.49, USD
PO01016,pol1,V034, CAT02,NA,2024-06-11,80816.05,USD
PO01017,POL2,V388,cat07,EMEA,2023-08-29,13352.54,usd
PO01018,POL2 , V026,cat08,LATAM,2023-09-03,28152.19, USD
PO01019,pol2,V026,CAT03,NA,2023-12-24,81368.46,USD
PO01020,POL1,v113,CAT05,apac,2024-11-12,32751.37,
PO01021,POL1,V218,CAT10,EMEA,2023-03-21,73449.45,
PO01022,POL3,V214, CAT07,NA,2023-03-24,47117.56,USD
PO01023,pol3,V470, CAT06,APAC ,2023-12-27,12869.59,
PO01024,POL1, V404,cat06,NA,2024-07-09,15043.33, USD
PO01025,POL3,v071,CAT03 ,EMEA,2024-11-01,22021.51,
PO01026,POL2,V267,,apac,2023-06-25,51259.36,
PO01027,POL3,V443 ,CAT10,APAC,2024-05-01,53066.87,usd
PO01028,POL2,V400,CAT08 ,LATAM,2023-01-09,,
PO01029,pol2,V132,CAT02 ,LATAM,2023-06-10,87822.27,USD
PO01030,POL3 ,V002,CAT02,LATAM,2023-09-19,59192.56,usd
PO01031,POL3,V113,cat03,EMEA,2024-10-06,9481.02,
PO01032,POL2,V442,CAT08, APAC,2024-12-20,37312.49, USD
PO01033,POL1, V179,CAT10,EMEA ,2024-01-06,53573.85,USD
PO01034,POL1, V346,CAT03,EMEA ,2023-06-19,59423.86,
PO01035,POL2,v005,CAT08,EMEA,2024-06-18,66000.68, USD
PO01036,POL2 ,V255,CAT04,emea,2024-01-13,3151.38, USD
PO01037,POL3,V230 , CAT07,EMEA,2024-07-31,56351.23, USD
PO01038,POL3,V072, CAT04,EMEA,2023-06-29,60382.53,usd
PO01039,POL1, V064,CAT07,NA,2023-08-14,16048.45,usd
PO01040,POL1, V342, CAT06,NA ,2023-10-24,32406.16, USD
PO01041,POL2,V243,CAT04,APAC ,2023-10-17,18823.34, USD
PO01042,POL2,V443,CAT06,NA,2024-03-06,27787.67,USD
PO01043,POL3,v388,CAT01,NA,2023-08-23,68485.24, USD
PO01044, POL3,v416, CAT05,NA,2024-12-25,11479.52,usd
PO01045,POL1 ,V354,CAT07,LATAM,2023-08-07,68277.47,usd
PO01046,pol2,V254,cat02,EMEA,2023-06-25,64047.46,
PO01047, POL2,V460,CAT09,NA ,2023-04-04,27689.87, USD
PO01048,POL1, V278,CAT05,NA,2023-03-18,15043.27,USD
PO01049,POL1,v210,CAT01 ,NA,2023-03-18,80581.66, USD
PO01050,POL3,V279,CAT06 ,EMEA,2024-09-23,2769.27,
PO01051,POL3,V342,CAT09,NA ,2023-09-17,89608.78,usd
PO01052,POL3,V374,CAT05,NA,2024-05-07,21118.93,USD
PO01053,POL1,v401,CAT05, EMEA,2023-02-03,86469.72,usd
PO01054,POL1,V474,CAT02,APAC,2023-03-11,20316.34,usd
PO01055,POL2,v082, CAT10,LATAM,2023-03-14,37207.19,
PO01056,pol2,V223,cat03,NA,2024-05-21,17114.35, USD
PO01057,POL3 ,V354,CAT06, NA,2023-06-01,73813.97,
PO01058,POL1,v359,CAT09, EMEA,2024-11-03,31899.86,
PO01059, POL3,v330,CAT07,EMEA,2023-09-01,85916.92, USD
PO01060, POL1, V419,cat10,na,2024-08-05,52021.62,
PO01061, POL3,V282,CAT06 ,NA,2024-01-27,1777.57,
PO01062,POL1,V347,CAT02,LATAM,2023-08-17,25181.6,usd
PO01063,POL2,v496,cat10,NA ,2024-10-15,34012.39,usd
PO01064,POL1, V150,CAT08 ,,2023-03-29,28842.91, USD
PO01065,POL2,V414,CAT01,NA,2024-12-31,9779.05,usd
PO01066,POL1,V055 ,CAT07,LATAM,2024-08-28,16825.26, USD
PO01067,POL3,v319,CAT03,LATAM,2024-10-29,50809.12,
PO01068,POL2 ,V078,CAT05,EMEA,2023-01-18,22714.1, USD
PO01069,POL1,V429 ,CAT10 ,APAC ,2024-11-28,55560.3,usd
PO01070,POL1, V013,CAT07, EMEA,2024-11-15,77479.69,usd
PO01071, POL1,V468,CAT09,APAC,2023-04-19,69695.43,
PO01072, POL3,V273, CAT08, NA,2024-12-12,85431.09,
PO01073,POL3,V474,CAT01,apac,2024-12-12,56925.55,usd
PO01074,POL1 ,V482,CAT05,LATAM,2024-10-15,82377.86,USD
PO01075, POL3,V396,CAT08,NA,2023-02-13,61633.48,USD
PO01076,POL3,V199,CAT04,LATAM,2024-04-14,52151.89,USD
PO01077,POL1,V299,cat06,APAC ,2024-10-09,15041.48,usd
PO01078,POL1,V489,CAT07,EMEA,2024-03-20,51552.76,usd
PO01079,POL1,V491 , CAT05,apac,2023-06-06,67887.46, USD
PO01080, POL1,V445,CAT08,NA,2023-08-29,94319.96,usd
PO01081,POL3,v048,CAT08 ,NA,2024-05-18,39167.41, USD
PO01082,POL1,V042,CAT04 ,NA,2024-06-01,, USD
PO01083,POL3,V158,CAT06 ,NA ,2024-01-19,1030.39,usd
PO01084,POL3,V029 ,CAT01,latam,2023-12-21,4269.59, USD
PO01085,POL1 ,V397,CAT01, EMEA,2024-03-12,94445.36, USD
PO01086,POL2,V309 ,CAT01,EMEA,2024-04-17,17119.98, USD
PO01087,POL1, V305,cat10,LATAM ,2023-04-23,85037.11,usd
PO01088,POL2,V268,cat04,LATAM ,2023-06-25,20424.69,
PO01089,POL3,V428 ,cat05,APAC,2023-08-11,89034.3, USD
PO01090,POL2,V328, CAT03,LATAM ,2024-10-29,95233.62,
PO01091,POL3 ,V321,CAT07,LATAM,2024-10-11,78129.3, USD
PO01092,POL2 , V397,CAT10,na,2023-02-17,44343.91,
PO01093,POL2 ,V010,CAT03, NA,2023-03-19,21521.08,usd
PO01094,pol3,V450,CAT09,EMEA ,2024-03-22,47960.08,usd
PO01095,POL1 ,V007,cat07,LATAM,2024-05-24,88989.17,
PO01096,POL2,V201, CAT01,APAC,2023-11-11,89631.09,USD
PO01097,POL2 ,V253,CAT07 ,latam,2023-08-19,85718.28,usd
PO01098,POL1,v387,CAT02, EMEA,2023-02-04,33262.88,USD
PO01099,pol2,V339 , CAT07,NA,2023-06-06,5235.81,USD
PO01100,POL2, V077,CAT06 , LATAM,2023-04-17,77715.92,
PO01101,pol1,v117,CAT04,na,2023-05-11,20030.69,USD
PO01102,POL2,V310,CAT04,EMEA ,2023-01-30,15771.89,usd
PO01103, POL3,v325, CAT08, APAC,2024-03-22,36382.84, USD
PO01104, POL1,V087,CAT09,EMEA,2024-02-18,6054.76,USD
PO01105,POL2,V401,CAT06,NA,2023-08-29,46825.87,
PO01106,POL2, V101,CAT08,NA,2023-06-24,67523.49,
PO01107,POL2 , V416, CAT01, EMEA,2024-03-23,27395.87, USD
PO01108,POL3,V464,CAT08 ,LATAM,2024-04-07,6566.55,USD
PO01109,POL2,V217, CAT09,apac,2023-08-28,13270.32, USD
PO01110,POL3 ,V413 , CAT09,LATAM,2024-08-24,55679.42,
PO01111,pol2,V123,CAT10,APAC ,2024-01-16,30274.37,USD
PO01112, POL2,V377,CAT10,NA ,2024-06-17,37214.2,
PO01113,POL2 ,v358,,APAC,2024-09-29,,USD
PO01114,POL2,V453,CAT09,NA,2023-10-22,62223.42,USD
PO01115,POL1,V414 ,CAT07 ,apac,2024-06-09,10160.7, USD
PO01116,pol1,V157, CAT07,APAC ,2023-09-08,37973.56, USD
PO01117, POL3,v493,cat01,LATAM,2023-06-07,77215.03, USD
PO01118,POL2 ,v348,CAT05,LATAM,2024-06-16,33913.83, USD
PO01119,POL1,v131,cat07,na,2024-12-13,3212.07,USD
PO01120,POL1,V278,CAT07,NA,2024-01-20,23135.75,
PO01121,POL3,V107 ,CAT06 ,apac,2023-11-01,6274.47, USD
PO01122,POL2, V130,CAT01 ,EMEA ,2024-12-08,13597.86,usd
PO01123,POL2 ,V131,CAT01,emea,2024-02-26,27284.27, USD
PO01124,POL3,v144,CAT05,latam,2023-10-05,64453.42,
PO01125,POL3,V459, CAT10,APAC,2023-05-08,26050.4,
PO01126,POL1,V340 ,CAT06, EMEA,2023-05-09,20616.16,USD
PO01127,POL2, V475, CAT10,LATAM ,2024-02-03,27054.59,usd
PO01128,POL2,V342 ,CAT09, LATAM,2024-03-07,40088.23,
PO01129,POL1,V260 ,CAT03,APAC,2023-09-12,24588.65,usd
PO01130, POL2, V288,CAT06, APAC,2023-01-29,, USD
PO01131,POL2 ,V339 ,CAT05,LATAM,2023-12-12,,USD
PO01132,POL3,v336,CAT03 ,EMEA,2024-08-27,97026.61,
PO01133,pol1,v323, CAT03,EMEA,2024-02-26,96471.84,usd
PO01134,POL3,v427,CAT09 ,LATAM ,2024-06-01,76366.92,
PO01135,POL3,V201,CAT10,latam,2024-10-21,11718.27,
PO01136,pol1,V161,CAT02,NA,2023-08-14,53893.52,usd
PO01137,pol2,v441,CAT09 ,latam,2023-06-18,,usd
PO01138,POL3,v243, CAT03, NA,2024-06-21,85380.12,
PO01139,POL2,V003,CAT10,EMEA,2023-06-05,32249.47,
PO01140,,V149,cat06,EMEA ,2023-08-28,,USD
PO01141,POL2,V453,CAT08,NA ,2023-08-14,49902.15,USD
PO01142,POL3, V412,CAT09,LATAM,2023-03-07,53075.04,
PO01143,pol2,V337 ,CAT04,NA,2024-05-06,83097.59,
PO01144,pol2,V154,CAT05,LATAM,2024-04-28,30299.07,USD
PO01145, POL2,V221,cat07,EMEA ,2024-05-22,10311.65,usd
PO01146,POL1 ,V173,CAT07,APAC,2023-08-25,75400.41,USD
PO01147,POL3,V183,CAT02,na,2024-03-18,77036.75,USD
PO01148,POL1,V405,CAT02 , APAC,2023-10-30,84633.74,
PO01149,POL2,V031,CAT01,EMEA,2024-08-27,65716.12, USD
PO01150,POL2,V017,CAT10,APAC,2024-10-19,85646.24,USD
PO01151,pol2, V138,CAT06 ,EMEA,2023-09-01,5085.31,USD
PO01152,pol2,V376,CAT05,APAC,2023-08-04,31036.19, USD
PO01153,POL3 , V235,cat05,LATAM,2023-11-21,26698.28,usd
PO01154,POL2 ,V470,CAT10, NA,2024-12-20,6449.43,usd
PO01155,pol3,V389,cat05,APAC ,2023-09-24,,usd
PO01156, POL1, V357,CAT07, APAC,2024-02-09,51168.92,
PO01157,POL2, V469,CAT05,LATAM,2024-07-17,37421.21,USD
PO01158,POL3,V433 ,CAT06 ,LATAM ,2023-03-30,33703.65,
PO01159,pol2,V139 ,CAT07,NA,2024-04-29,28404.62,usd
PO01160,POL1,V342,cat06,APAC,2024-10-20,58682.57,usd
PO01161,POL1,V003,cat10,EMEA,2023-12-18,66371.05,
PO01162,POL1,V033 , CAT03,LATAM,2024-11-01,31224.3,
PO01163,pol2,V287, CAT03,LATAM,2023-12-17,52997.0,
PO01164,POL1, V182, CAT03,APAC,2024-05-01,3540.97,USD
PO01165,POL3,V353, CAT08,NA,2024-09-29,,USD
PO01166,POL3,V154,CAT10,latam,2023-11-24,,USD
PO01167,pol3,V337,cat01,APAC,2024-07-22,4324.48,USD
PO01168,POL2,V049 ,CAT06,LATAM ,2024-05-25,18541.36,USD
PO01169,POL1 , V117, CAT05,na,2024-10-27,4751.96,
PO01170,pol3,V466 ,cat05,APAC,2024-07-14,23144.69,usd
PO01171, POL3,V396,CAT07,APAC,2023-02-18,14207.03,
PO01172,POL2, V351,CAT04,APAC,2024-01-26,61243.84,USD
PO01173,POL3,V385,CAT09,na,2024-01-22,57194.48,USD
PO01174,POL3, V427,CAT09,NA,2024-06-02,30526.92, USD
PO01175,POL3,V041,CAT07 ,LATAM,2024-11-01,46866.39,usd
PO01176, POL1, V464,cat02,NA,2024-01-22,21202.45, USD
PO01177,POL3,V123,CAT01 ,APAC,2024-01-23,84792.17,usd
PO01178,POL2,V015,cat03,EMEA,2023-02-24,95132.32,usd
PO01179,POL3, V086,CAT04,EMEA,2024-08-31,8002.09, USD
PO01180,POL2,V454 ,CAT04,EMEA,2024-02-03,60883.84,USD
PO01181, POL3,V077,CAT01,EMEA ,2024-10-29,93534.74,USD
PO01182, POL2, V346, CAT09,NA ,2024-07-21,19126.82,usd
PO01183,POL1,V413,CAT05 ,APAC,2023-12-29,1091.23,usd
PO01184,pol2,V355 ,CAT08, LATAM,2023-01-27,54047.95,USD
PO01185,POL2, V254, CAT07,APAC,2024-05-10,81708.29, USD
PO01186,pol3,V284 ,CAT07,NA,2024-01-15,49979.8,
PO01187,POL2,V179, CAT05,NA,2024-02-03,68063.8,usd
PO01188,POL1,v133,CAT01 , LATAM,2024-03-05,38471.42, USD
PO01189,POL1,V021,CAT08,NA,2023-08-03,68236.99,USD
PO01190, POL1,V466,CAT04 ,latam,2024-07-02,39342.74,USD
PO01191,POL2,V119,CAT02 ,EMEA,2024-02-06,79469.14,USD
PO01192,POL2,V245 ,cat06,EMEA,2023-06-28,22675.89,usd
PO01193, POL1,V177 , CAT05,latam,2023-08-20,44655.91,usd
PO01194,POL1,V387,CAT02,LATAM,2023-07-19,73972.69,USD
PO01195, POL2,V233,CAT07 ,LATAM,2024-07-01,29469.29, USD
PO01196,POL3, V214,cat10,EMEA,2024-07-19,45338.33, USD
PO01197,POL2,v279,CAT04,NA,2023-10-03,46324.15,
PO01198,POL1 ,v234,,EMEA,2023-03-19,80141.69,usd
PO01199,pol1,V129,CAT09 ,NA,2023-02-16,56378.68,usd
PO01200,POL2,V072,CAT04,APAC ,2024-11-09,69978.09,
PO01201,POL2,V163 ,CAT02, APAC,2023-03-15,69902.08,USD
PO01202,POL1,V494,CAT06,NA,2024-04-23,3007.29,
PO01203,POL3, V391,cat02, LATAM,2024-08-07,78398.49,USD
PO01204,POL3,V390,CAT01,emea,2023-12-23,40021.81,
PO01205,POL3,V089,CAT05, EMEA,2024-07-02,15493.84,USD
PO01206,POL1,V264,CAT10, NA,2023-01-06,95071.3, USD
PO01207,POL2,V262,cat03,NA,2024-12-12,, USD
PO01208,POL3,V227,CAT03,EMEA ,2023-10-08,51287.52,usd
PO01209,pol3,V302,cat03, LATAM,2024-09-12,57109.68,usd
PO01210, POL1,V218,cat04,APAC,2024-01-14,12334.08,usd
PO01211,pol1, V309,CAT01,LATAM,2024-03-01,58704.3,usd
PO01212,POL2, V011,CAT09,emea,2024-11-13,96460.71,
PO01213,POL1 ,V473 ,CAT07,EMEA,2024-03-04,70399.57,USD
PO01214,POL3 ,V487,CAT05,LATAM ,2023-02-24,26596.28,usd
PO01215,POL3,V253 , CAT02,NA,2023-08-12,93404.78,USD
PO01216,POL1,V172 ,CAT08, NA,2023-11-20,46769.06, USD
PO01217,POL1,V370, CAT03,APAC,2024-03-12,53566.5,USD
PO01218,POL2,V277,CAT09,LATAM,2024-12-19,22300.89,USD
PO01219,POL3,V065,CAT05,APAC,2023-07-05,39340.01,
PO01220,POL1, V371,CAT04,LATAM,2023-07-17,14491.69,USD
PO01221,POL1, V347, CAT09,LATAM ,2024-11-26,86140.76,USD
PO01222,POL3,V488 ,CAT05,EMEA ,2024-07-17,76389.89,USD
PO01223,POL2,V401,cat02,EMEA,2023-01-26,96003.02, USD
PO01224,POL2,V272, CAT07,latam,2023-06-07,68362.12, USD
PO01225, POL1,V491,CAT08,APAC ,2023-12-14,44748.49, USD
PO01226,pol2,V177,CAT07,latam,2023-11-27,26834.47,USD
PO01227,POL2, V337,CAT04,APAC,2024-01-16,60141.08, USD
PO01228,POL1,V030,CAT08,APAC,2024-05-07,86986.97,
PO01229,POL1,V418 ,CAT03,APAC,2024-07-19,67622.38,USD
PO01230,POL2,V188,CAT09, EMEA,2023-03-30,82270.75,usd
PO01231,POL3,V075, CAT06,emea,2024-05-09,72739.88,
PO01232,POL2, V370,CAT10,LATAM,2024-08-28,47125.8,usd
PO01233,pol2,V131 ,CAT09,NA,2023-10-20,28881.85,USD
PO01234,POL2,v393,cat03,APAC,2024-02-18,35221.64, USD
PO01235,POL1,V239,CAT08, EMEA,2023-07-17,83558.38,USD
PO01236,POL2 ,V033 ,CAT04 ,NA,2023-06-03,33612.43,usd
PO01237,POL2,V150,cat02,LATAM,2024-11-13,33080.73, USD
PO01238,pol3, V147,CAT09,NA,2024-09-17,96855.69, USD
PO01239,POL3,V459,CAT03 ,APAC ,2023-12-20,13855.64,
PO01240,POL3,V363 ,cat10,NA,2023-04-30,79635.02,USD
PO01241, POL2,V128,CAT03,APAC,2023-10-13,47557.72,
PO01242,POL1,V191,CAT05,EMEA,2024-11-07,60686.39, USD
PO01243,POL2,V044,CAT01,APAC,2024-02-24,90438.75,USD
PO01244,POL1,V335,cat04,emea,2024-04-12,63693.35,usd
PO01245,POL3,V300, CAT08, NA,2023-11-13,48855.81,usd
PO01246,POL3,V348 , CAT09,EMEA,2024-04-10,99558.95,
PO01247,POL3,V009, CAT08,na,2023-02-26,52187.51, USD
PO01248,POL2,V300,CAT10 ,latam,2024-10-29,11054.79, USD
PO01249, POL3, V480,CAT10,EMEA,2023-06-03,53466.02,usd
PO01250,POL3 ,V200 , CAT01, APAC,2023-07-28,9748.66,USD
PO01251,pol2,v415,CAT03,LATAM,2024-04-22,88907.11, USD
PO01252,pol2,V110,cat09,LATAM ,2024-01-08,1533.72, USD
PO01253,POL3, V058,CAT10,LATAM ,2024-02-16,14182.45,USD
PO01254,POL3,V351,CAT06,EMEA ,2024-11-22,78224.05,usd
PO01255,pol1,v028,CAT07,APAC,2023-04-21,,
PO01256,POL1, V118,CAT03,emea,2024-09-26,,
PO01257,POL1,V081, CAT03,APAC,2023-02-11,70045.62,USD
PO01258, POL2,V127,cat05,NA ,2023-09-14,14286.21,usd
PO01259, POL1, V403,CAT02,EMEA ,2023-07-08,37115.54,
PO01260,POL3,V348,CAT06, LATAM,2023-10-12,35399.66,
PO01261,pol3,V248,CAT03,APAC ,2023-09-25,,USD
PO01262, POL3,V184,CAT07,EMEA,2024-10-14,93140.73, USD
PO01263,POL3,V350,CAT02 ,NA,2024-10-26,12400.64, USD
PO01264,pol2,V227 ,CAT07,LATAM,2024-02-19,99219.27,USD
PO01265,POL2,V436,CAT05,NA,2023-05-10,93652.68,usd
PO01266,POL1,V431 ,CAT03,EMEA,2023-11-08,42835.14, USD
PO01267, POL2,V443 ,CAT05,LATAM,2023-04-03,28626.44,USD
PO01268,POL2,V141,CAT03,apac,2024-03-12,24178.23,usd
PO01269,POL1 ,V415, CAT04, NA,2024-12-31,4467.59,USD
PO01270, POL1,v068,CAT05 ,EMEA,2024-10-28,39575.39,
PO01271,POL2, V381, CAT09,na,2024-05-25,43898.28,usd
PO01272,pol2,V287,CAT04,LATAM,2023-10-06,14229.31,usd
PO01273,POL1,V018,CAT09,NA,2024-08-13,16072.7,
PO01274,POL2,V482 ,CAT08,emea,2024-04-18,19164.34,usd
PO01275,POL2,V451,cat03,NA,2023-10-10,78740.68,usd
PO01276,POL3,v162,cat07,NA,2024-06-27,96456.92,
PO01277,POL3 , V390,CAT04,EMEA,2024-09-11,98293.83,usd
PO01278,POL1 ,V333 ,CAT06,APAC ,2024-09-27,38255.87,USD
PO01279,POL3,V005,CAT04,emea,2024-01-02,88818.49, USD
PO01280,POL3,v404,CAT10 ,EMEA,2024-07-16,65219.25, USD
PO01281,POL1,V351,CAT08,APAC,2023-08-24,26390.72,
PO01282,pol3,V179,CAT07 ,LATAM,2024-08-01,7044.42,USD
PO01283,POL3, V275,cat04,NA,2024-01-30,94019.96, USD
PO01284,POL1 ,V123, CAT07,LATAM,2023-02-14,2931.02, USD
PO01285,POL1 ,V259,CAT04,APAC,2023-09-29,96031.96,
PO01286,POL2 ,V455,CAT06,NA,2024-06-03,1419.65,usd
PO01287, POL3, V341, CAT09,EMEA ,2023-07-26,68161.25,
PO01288,POL2,,cat06,EMEA,2023-04-25,87027.31,USD
PO01289,POL1, V161,CAT08 ,APAC,2024-06-09,63970.56,usd
PO01290,pol2,V144,CAT10,LATAM,2023-05-21,73155.05,
PO01291,POL2 , V280,CAT05,EMEA,2023-03-09,17544.94,
PO01292,POL3 ,V002,CAT04,EMEA,2023-04-20,12641.26,USD
PO01293, POL3,V337 , CAT09,apac,2024-07-13,65499.34,usd
PO01294,pol2,V408,CAT08,latam,2023-05-05,78703.53, USD
PO01295,POL1, V395, CAT10,NA,2023-11-02,81195.51,usd
PO01296,POL3,V351,cat10,na,2024-06-14,23020.59,USD
PO01297, POL1,V345,CAT01 ,NA,2024-01-17,71986.93, USD
PO01298,POL1 ,v371, CAT05,na,2023-02-02,48675.14,usd
PO01299,pol1,V114,cat06,LATAM,2024-03-09,15495.7,
PO01300,pol1,V122, CAT08,apac,2023-04-18,56977.22,
PO01301,POL1,V342,CAT02, LATAM,2024-07-29,33936.22,USD
PO01302,pol3, V481,CAT09 ,LATAM,2024-03-24,47820.86, USD
PO01303,POL1,V378,CAT10,NA,2024-08-15,69049.73,
PO01304,POL1,V239,CAT07,EMEA ,2024-08-22,55349.32, USD
PO01305, POL1,v362,cat01,latam,2024-03-12,47780.42,
PO01306,POL1,V220, CAT07,NA ,2023-09-12,76378.93,USD
PO01307,POL2, V022, CAT10,latam,2023-09-17,93742.72,usd
PO01308,POL3,V042,CAT09, LATAM,2024-11-05,60394.1,
PO01309, POL3,v052,cat01,LATAM,2023-10-15,4696.21, USD
PO01310, POL2,V468, CAT05,EMEA,2023-01-24,8549.98,USD
PO01311,POL2 ,V223,CAT07,APAC,2024-02-22,91351.86, USD
PO01312,POL1,V187,CAT09,EMEA,2024-12-23,74666.76,USD
PO01313,POL1,V407,CAT07,LATAM ,2023-02-08,53004.65,usd
PO01314, POL1,V430,cat02,LATAM,2024-06-21,79175.17,
PO01315,POL1,V093,CAT02,NA,2024-07-28,98761.74,USD
PO01316,pol3,V271,CAT08,APAC ,2023-07-02,15807.89,usd
PO01317,POL3,V057,CAT08,apac,2023-11-14,86192.69,
PO01318,POL3,V386 ,CAT09,emea,2024-04-26,90494.76,USD
PO01319,pol3,V409 , CAT04,LATAM,2024-11-13,9054.6,usd
PO01320,POL2,v133,CAT03, APAC,2024-08-27,78233.57,usd
PO01321,POL3,V311,CAT03,LATAM ,2023-05-16,50059.2,USD
PO01322,POL1 ,v203, CAT06, LATAM,2024-10-30,69663.39,USD
PO01323,POL2, V422,CAT06,EMEA,2023-05-25,1209.33,
PO01324,POL1,V233,CAT07 ,APAC,2023-06-18,51890.24,
PO01325,POL2 ,V121,CAT06 ,emea,2024-09-20,75423.44, USD
PO01326,POL1,V351,CAT09, EMEA,2024-05-22,28189.1,USD
PO01327,POL2,V387,CAT03,LATAM,2024-06-29,33448.92,USD
PO01328,POL1,V213,CAT08, APAC,2023-07-30,29951.11,usd
PO01329,POL2,V218 ,cat01,NA,2023-01-22,87213.66,USD
PO01330,POL3 ,V206,CAT01 ,LATAM,2024-10-03,76762.61,
PO01331,POL2,v206,CAT06,NA ,2024-12-31,56252.74,
PO01332,POL2,V473,CAT05,LATAM,2024-08-15,50763.23,usd
PO01333,POL1,V113 ,CAT07,APAC,2024-09-24,58913.45,USD
PO01334,pol2,v187,CAT07, NA,2023-03-27,36619.44,usd
PO01335,pol2,V051,CAT02,apac,2024-04-01,25237.14,USD
PO01336,pol2,V437, CAT02,emea,2024-08-08,43021.5,usd
PO01337,POL1,V147,cat02,LATAM,2023-06-29,27997.47,usd
PO01338,pol2, V085, CAT01,APAC,2024-11-27,84635.66,
PO01339,POL3,V352,CAT05 ,APAC,2023-07-05,54264.15,
PO01340,pol3,V390,CAT07,EMEA ,2024-09-19,51286.42, USD
PO01341,POL3,V195 ,CAT10, NA,2023-07-26,58745.45,usd
PO01342,pol3,v153,CAT05,LATAM,2024-11-23,59153.67, USD
PO01343,POL3, V091,cat07, APAC,2024-08-22,24196.25,USD
PO01344,pol1,V373 ,CAT06,NA,2024-07-07,38308.61,usd
PO01345,pol1,V488,CAT06,LATAM,2024-09-02,5007.51, USD
PO01346, POL2,V413, CAT01,EMEA ,2024-12-30,87009.08,usd
PO01347,POL3, V050, CAT05,APAC,2023-03-05,23870.75,
PO01348,POL1 ,V321 , CAT07,NA,2024-06-08,73107.36,
PO01349,POL3, V096,CAT04,NA,2023-12-27,22623.48,usd
PO01350,POL1,V058,CAT03 ,NA ,2023-12-22,76747.26,USD
PO01351,pol2,v378,cat10, NA,2023-08-18,87843.07, USD
PO01352,POL3,V135,CAT10,latam,2023-06-15,,USD
PO01353,POL2,v129,CAT01,NA ,2024-05-05,79496.12,usd
PO01354,POL1,v276,CAT02,emea,2024-05-23,98365.93,USD
PO01355,pol1,v304,CAT06,LATAM,2024-11-27,26956.63,usd
PO01356,POL1,v475,CAT05,NA,2024-04-22,55378.33,usd
PO01357,pol2, V283, CAT01,EMEA,2024-04-30,4086.7, USD
PO01358,POL3,V002,CAT05 ,EMEA,2023-02-03,23881.04,
PO01359,POL3,V113,CAT06,APAC,2024-01-01,53779.16,USD
PO01360,POL2 ,v472,CAT07, EMEA,2024-01-17,2761.87,
PO01361,POL2,V374,CAT04,LATAM,2024-11-08,80329.73, USD
PO01362,POL1,V041, CAT01,EMEA,2023-02-21,12601.3,
PO01363,POL3 , V500,CAT10,NA,2023-08-04,39418.02,
PO01364,POL3,V400,CAT10 ,APAC ,2024-04-21,80298.41,
PO01365,POL1, V059,CAT05,NA,2023-04-04,78373.55,USD
PO01366,pol1,v248, CAT03, APAC,2024-07-02,43965.51,
PO01367,POL2,V169 ,CAT05, APAC,2023-03-19,20723.63,USD
