invoice_id,invoice_line_id,po_id,vendor_id,invoice_date,invoice_amount,invoice_status
INV002370, INV2,PO05535,V180,2024-12-28,36730.68,
INV002371,inv1,PO03069,V448 ,2024-10-26,30444.4,Cancelled
INV002372,INV2 ,po03298,V229,2024-02-16,10853.45,Cancelled
INV002373,INV2,PO07360, V095,2023-02-22,82987.46,CANCELLED
INV002374,INV1, PO06552, V044,2024-06-28,20276.39,Cancelled
INV002375,INV2,PO06713, V007,2023-01-03,28146.38,posted
INV002376,INV2, PO05460, V402,2023-05-03,81802.91,POSTED
INV002377,INV2,PO04204,V445 ,2024-03-19,40246.1,
INV002378,INV1,PO06429,V099,2024-11-04,35586.16,
INV002379,INV1 , PO00874,V072 ,2024-02-04,54267.59,CANCELLED
INV002380, INV2,PO01545,V036,2023-11-18,5163.35,CANCELLED
INV002381,INV2,PO06497,v487,2023-01-13,72448.88,CANCELLED
INV002382,INV2,PO00785 ,V095,2023-11-07,21023.63,POSTED
INV002383, INV1,PO02845,V105,2023-10-06,31170.51,posted
INV002384,inv1,PO07106, V078,2023-09-10,72928.59,posted
INV002385, INV1,PO06278,V489 ,2024-08-30,14690.8,
INV002386,INV1,PO07018,v485,2023-07-26,7870.2,Cancelled
INV002387,INV2, PO01147,V452,2023-07-27,14503.9,Cancelled
INV002388,INV1,PO00181,V206,2023-08-13,3140.07,CANCELLED
INV002389, INV2,PO07738 ,V161 ,2023-01-31,60506.32,Cancelled
INV002390, INV1, PO00314,V186 ,2024-09-24,23904.28,CANCELLED
INV002391,INV1 ,PO04661 ,v278,2024-08-02,9180.69,CANCELLED
INV002392,INV2, PO00977,V473,2024-08-26,63003.53,
INV002393,INV1 ,po04120,V327,2023-03-05,11488.03,CANCELLED
INV002394,INV2,PO00941,V151,2024-03-24,34571.62,
INV002395,INV2,PO02226 , V148,2024-01-07,94367.68,posted
INV002396,INV2, PO03306, V296,2024-02-07,58900.4,posted
INV002397,INV1,PO04568, V318,2024-10-26,87406.34,POSTED
INV002398,INV2,PO06338,V365,2024-03-04,50404.81,posted
INV002399,INV1, PO00496,v106,2024-07-08,70855.54,POSTED
INV002400,inv2,PO01669 , V171,2024-05-07,66689.81,posted
INV002401,INV1,PO05906,v079,2024-09-29,54440.38,
INV002402,INV1,PO04721,V209,2023-02-06,20076.02,
INV002403, INV2,PO06463,V304,2024-09-07,43985.82,Cancelled
INV002404,INV1 ,PO05775,V145,2024-08-12,1551.66,
INV002405,INV1,PO02673,V488,2023-07-10,50913.29,posted
INV002406,INV2,PO06176, V051,2024-10-22,36063.76,POSTED
INV002407,INV2,PO03101, V187,2024-02-19,94283.37,Cancelled
INV002408,INV1, PO07042,V056 ,2023-08-21,43066.37,
INV002409,INV2,PO01258,V122,2024-05-03,50441.51,CANCELLED
INV002410,INV2,PO00625 ,V036,2024-08-01,20837.98,
INV002411,INV2,po00154,V215 ,2023-01-03,29885.64,POSTED
INV002412,INV1, PO05280,,2023-08-04,83873.2,CANCELLED
INV002413,INV1 ,PO03000 ,V205,2023-11-09,79488.51,
INV002414,INV2,PO01868,V364 ,2024-01-26,19217.68,POSTED
INV002415,INV2,PO01393,V057,2023-12-02,86269.4,
INV002416,INV2 ,PO06100,V039,2023-09-18,94775.93,CANCELLED
INV002417,INV2 , PO03787,V250,2024-07-10,2699.98,CANCELLED
INV002418,INV2,PO02198 ,V167 ,2023-11-22,45126.45,CANCELLED
INV002419,INV2,PO02668,V289,2024-09-02,41259.35,CANCELLED
INV002420,INV2,PO02097,V022,2023-08-19,14558.6,CANCELLED
INV002421,INV2 ,PO00959,V222 ,2024-09-04,6868.0,POSTED
INV002422,INV2,PO00474,V280,2023-04-02,75093.32,
INV002423, INV1,PO01414,V222,2024-02-28,87929.9,Cancelled
INV002424,INV1 ,PO07913,V411,2024-05-06,16986.1,Cancelled
INV002425, INV1,PO02120 ,V420 ,2023-07-31,45981.16,Cancelled
INV002426,INV2,PO01110 ,v310,2023-04-07,60205.94,POSTED
INV002427,INV1,PO05703,V310,2023-02-04,51020.91,Cancelled
INV002428,INV2,PO07978,v158,2023-01-31,18164.72,Cancelled
INV002429,inv1, PO01720,V215,2024-03-05,22548.87,posted
INV002430,INV1 ,po02895, V350,2024-12-11,73935.63,CANCELLED
INV002431,INV1,PO05392,v126,2024-05-13,37601.95,POSTED
INV002432,INV1,PO04521, V167,2023-03-27,4510.75,
INV002433, INV2,po03447,V396,2024-04-20,25440.5,POSTED
INV002434,INV1,PO03854 ,V101,2023-07-21,60765.14,
INV002435,INV2 , PO07129,V392,2023-03-23,20624.96,CANCELLED
INV002436,INV2 ,PO07887 ,v011,2023-04-30,20263.47,
INV002437, INV2, PO05525,V496,2024-10-01,94309.55,
INV002438,INV2,PO00349,V255,2024-07-12,3434.46,Cancelled
INV002439,INV1, PO02519,V250,2024-10-04,43903.28,POSTED
INV002440,INV1, PO04086,V035 ,2023-01-24,26304.73,posted
INV002441,INV1,PO00658 ,V207 ,2024-09-01,93551.53,
INV002442,inv2,PO02877, V430,2023-01-18,68555.36,CANCELLED
INV002443,INV2,PO07353,V135,2024-04-03,56504.71,Cancelled
INV002444,INV2 , PO02661,V366,2023-09-13,69222.19,CANCELLED
INV002445,INV2, PO05198,v415,2023-01-15,56677.12,POSTED
INV002446,INV1,PO07118, V440,2023-01-30,3835.83,POSTED
INV002447,INV1,PO03564,v355,2023-12-06,28165.69,posted
INV002448,INV2 ,po00658,V436 ,2024-06-11,69711.75,
INV002449,INV2,PO00457,V344,2024-12-07,75863.39,posted
INV002450,INV2,PO02355,v332,2023-11-23,,posted
INV002451,INV1,PO06530 ,v069,2024-08-12,9600.22,Cancelled
INV002452,INV2,,V294 ,2024-09-13,54397.24,
INV002453,INV2,,V462,2024-06-29,77144.21,Cancelled
INV002454,INV2 ,PO02680 ,V456,2023-12-28,,POSTED
INV002455, INV2,PO04520,v406,2024-07-15,39292.43,CANCELLED
INV002456,INV1,PO01106, V162,2024-01-07,21298.31,posted
INV002457,INV2,PO02803 ,V081,2023-02-28,37216.61,posted
INV002458,INV2,PO05469,V225,2023-12-17,84693.97,
INV002459,INV2,PO07745 , V331,2024-09-16,,POSTED
INV002460,INV1 ,PO02894,V125,2023-05-11,52467.78,
INV002461,inv2,PO01568,V177,2024-05-11,9836.06,CANCELLED
INV002462, INV2,PO04509,V040 ,2024-10-23,24585.67,Cancelled
INV002463,inv1,PO04350,V166 ,2024-10-05,81924.67,POSTED
INV002464,INV2,PO04561,V401,2023-04-18,94917.72,
INV002465, INV2,PO06323,V443,2024-06-04,59074.35,
INV002466,INV1,PO05212,V018,2023-02-13,16126.73,Cancelled
INV002467,INV1,PO03048,V347,2023-03-01,58438.95,CANCELLED
INV002468,inv2,PO04818,V412,2023-12-06,82149.66,CANCELLED
INV002469,inv2,PO06581,V008 ,2024-06-14,54144.64,posted
INV002470, INV2, PO06170,V403,2024-11-09,8319.62,POSTED
INV002471,INV2,PO00992,V362,2023-03-13,20337.37,CANCELLED
INV002472,INV2,PO02631,V092,2023-10-27,36360.1,POSTED
INV002473, INV2,PO00570,V259 ,2023-04-13,11966.13,
INV002474,INV1 ,PO03496,V243,2024-10-08,44874.57,posted
INV002475,INV1,PO02601, V362,2023-04-03,69167.13,posted
INV002476,inv2,po02861,V454,2024-10-04,89186.44,POSTED
INV002477, INV2,PO06632, V446,2024-09-09,10283.33,POSTED
INV002478, INV2,PO02138,V451,2023-02-08,83677.08,POSTED
INV002479,INV1 , PO03711,V149,2024-08-22,69541.12,POSTED
INV002480,INV1,PO03185,V344,2023-03-02,67403.09,CANCELLED
INV002481,INV2 ,PO06924,V014,2024-06-22,74853.85,
INV002482,INV2,PO06820 ,v158,2024-07-23,46667.38,POSTED
INV002483,INV2,po07347,V170,2023-09-17,3598.38,CANCELLED
INV002484,INV1,PO04300,v012,2024-11-23,56438.03,posted
INV002485,INV2,PO03076,V427 ,2023-09-30,91163.43,Cancelled
INV002486, INV1,PO06906,V438,2024-12-20,50400.61,posted
INV002487,INV1,PO03710,V267 ,2024-11-22,29275.27,
INV002488,INV2,PO03714,V373 ,2024-06-24,74399.45,
INV002489,INV2,PO06745 ,V340,2023-02-17,91527.32,CANCELLED
INV002490,INV2,PO02857,V178,2023-10-09,43099.86,Cancelled
INV002491,INV1,,V442,2024-05-27,24360.28,posted
INV002492,INV1,po02146,V420 ,2024-11-27,38898.05,posted
INV002493,INV1,PO06838 ,V419,2024-09-28,43853.58,
INV002494,INV2 ,PO01423,V237 ,2023-05-08,58381.57,Cancelled
INV002495,INV1,PO04916, V159,2023-11-02,73261.98,Cancelled
INV002496, INV2,PO06601 ,v323,2024-06-27,,posted
INV002497, INV1,PO01142,V456,2024-08-20,68413.83,
INV002498,INV2,PO04986 , V349,2024-09-23,39484.53,CANCELLED
INV002499, INV1,PO00463,V228 ,2024-06-21,82245.01,posted
INV002500,INV1 ,po05564,V474,2023-09-18,90880.07,
INV002501,INV1,PO02307 , V009,2023-10-01,24684.2,
INV002502,INV1,PO01663, V077,2024-04-28,54024.03,Cancelled
INV002503,INV1 ,PO06178 ,V302,2023-07-12,38799.71,POSTED
INV002504,INV2,PO01383,V185,2024-02-08,67320.89,Cancelled
INV002505,INV2,PO07244 ,V436,2023-06-02,65527.92,
INV002506, INV2,po00094,V020 ,2024-08-31,93983.96,
INV002507,INV2, PO03412,V032,2024-12-30,48372.0,posted
INV002508,INV2,PO00744,V375,2024-01-12,69771.06,
INV002509,INV2,PO03350,V472,2024-06-10,49619.0,Cancelled
INV002510,inv1,po01887, V398,2024-06-23,,POSTED
INV002511,INV2,PO03602,V282 ,2023-01-14,89949.38,POSTED
INV002512,INV2,PO01629,v032,2023-08-08,59618.4,CANCELLED
INV002513, INV2,PO07733,V211,2024-11-25,38726.65,POSTED
INV002514,INV2 ,PO03523, V186,2024-06-20,11007.32,Cancelled
INV002515,inv1,po01592,V041,2024-04-07,83228.7,
INV002516,INV2,PO06386,v237,2024-08-20,1544.73,POSTED
INV002517,INV1,PO04355, V483,2024-03-12,42406.2,posted
INV002518,inv2, PO01992, V254,2024-03-09,20059.3,POSTED
INV002519,INV1,PO03912, V302,2023-04-03,84946.92,Cancelled
INV002520, INV2,PO07350,v209,2023-09-09,43280.87,POSTED
INV002521,INV2,PO06765 ,v124,2023-06-17,1533.6,
INV002522,INV2 ,PO06607,v171,2024-12-09,,POSTED
INV002523,INV1,PO00006,V072,2024-08-17,,posted
INV002524, INV1,PO07476,v032,2023-03-12,38318.39,POSTED
INV002525,INV1,po02431,V439,2023-12-15,15942.64,
INV002526,inv1,PO00931 ,V048,2023-06-26,85767.09,POSTED
INV002527,INV2, PO02131,v108,2023-12-29,88149.38,Cancelled
INV002528, INV2,PO01236,V136 ,2024-12-08,64909.41,CANCELLED
INV002529,INV1,PO04192,V482,2024-04-29,16277.19,
INV002530,inv2,po02167,V225,2023-10-24,79651.18,CANCELLED
INV002531,inv2,po04467,V081,2023-05-15,40203.37,
INV002532,INV1,PO05928,V048,2024-05-14,28284.25,POSTED
INV002533,inv2,,V271 ,2024-11-18,37967.24,
INV002534,inv2,PO03748,v041,2024-06-29,39306.17,
INV002535,inv1,PO06219 ,V220,2024-04-26,80729.17,CANCELLED
INV002536,INV1 ,po00982,v391,2024-04-03,14001.17,posted
INV002537,INV1,PO04735 ,V040,2024-05-27,29745.61,CANCELLED
INV002538,INV2,PO04583,V286,2024-01-11,52567.36,POSTED
INV002539,INV2,PO06397,V206,2023-02-03,23647.87,posted
INV002540,INV1,PO01085,V240 ,2023-11-11,81305.65,posted
INV002541,INV1,PO01976,V208,2024-03-16,75282.52,posted
INV002542,INV2 ,PO06158,V219,2024-05-30,27054.12,POSTED
INV002543,INV1,PO02702,v274,2023-01-31,38510.74,
INV002544,INV1,PO06366,v170,2023-07-13,93054.31,CANCELLED
INV002545,inv2,PO02726 ,V133 ,2023-10-09,80287.09,POSTED
INV002546,inv2,PO04057 ,V175 ,2024-01-22,61004.4,posted
INV002547,INV1, PO05825, V288,2024-11-17,34036.05,
INV002548,INV2, PO05244,V345,2023-08-30,73893.73,CANCELLED
INV002549,INV2,PO00358,V053,2023-08-08,57072.53,Cancelled
INV002550, INV2, PO05650, V402,2024-10-10,57122.64,Cancelled
INV002551,INV1,PO06979 ,V149,2023-05-18,52936.99,POSTED
INV002552,INV1 ,PO01284, V169,2024-01-26,88637.22,CANCELLED
INV002553, INV2,PO02487,V222,2024-04-05,64592.71,CANCELLED
INV002554,INV1 ,PO01535,V113,2024-10-21,61147.78,POSTED
INV002555,INV2,,V055,2023-01-26,84723.46,Cancelled
INV002556,INV1,po03473,v042,2024-07-03,55689.43,CANCELLED
INV002557,INV1 ,po01205,V151,2024-09-08,54708.76,CANCELLED
INV002558, INV1,PO00818 , V334,2023-12-29,33355.82,POSTED
INV002559,INV1,PO04879, V379,2023-12-19,82111.54,
INV002560,INV2,PO07489,V060,2023-07-26,51439.6,posted
INV002561,INV2,PO05979, V460,2023-03-02,52539.58,
INV002562,INV1 ,PO00300,V383,2023-09-12,4720.87,POSTED
INV002563,INV2,PO04729,V431,2024-06-15,18422.8,posted
INV002564,INV2,PO06603,V309,2024-11-17,66732.15,POSTED
INV002565,INV2 ,PO04127 ,v284,2024-04-06,776.4,POSTED
INV002566,INV2,po01800,V017,2024-02-29,73248.64,posted
INV002567,INV2,PO01003,V264,2023-11-23,,Cancelled
INV002568,inv2, PO00192,V468,2024-07-13,48474.0,CANCELLED
INV002569,INV1,po07034,V411,2024-10-24,47162.48,
INV002570,INV2,po04364,V004,2024-01-19,34530.27,Cancelled
INV002571,INV2 ,PO03037,v044,2023-10-13,83128.27,POSTED
INV002572,INV1, PO03862,V463,2024-04-16,36328.8,POSTED
INV002573,inv1,PO06085,V411,2024-05-04,34887.81,CANCELLED
INV002574,INV2,PO06851,V256 ,2023-05-24,72680.94,CANCELLED
INV002575,inv1,PO00290, V163,2024-11-29,50885.39,posted
INV002576,INV1,PO01341,v143,2024-05-10,22018.67,POSTED
INV002577,INV2,PO06582,V335 ,2024-04-04,56105.82,POSTED
INV002578,INV2,po02244,V238,2024-08-16,59759.06,posted
INV002579,INV1,PO01998,V090 ,2023-04-25,53510.55,
INV002580,INV1 ,PO02884,V262,2024-03-30,81392.48,POSTED
INV002581,INV2,PO02672 ,,2023-05-07,74409.8,Cancelled
INV002582,inv1,PO02748,V339 ,2023-05-12,88585.93,POSTED
INV002583,INV1,PO04907 ,V133,2024-05-27,4859.58,Cancelled
INV002584,INV1, PO01085, V349,2024-03-12,29651.18,posted
INV002585,INV2,PO00504,V237,2024-12-06,3670.03,posted
INV002586,INV1,po05051,V263,2023-02-25,69164.48,Cancelled
INV002587, INV2,PO07133, V037,2024-11-21,24528.71,Cancelled
INV002588, INV1,PO03999, V129,2023-07-18,,POSTED
INV002589,INV2,PO01427,v498,2023-03-09,16538.44,Cancelled
INV002590,INV1 ,PO07127,v286,2023-12-19,19170.7,posted
INV002591,INV2, PO07590,V191,2023-05-18,59894.62,CANCELLED
INV002592,inv1,PO01205,V378,2024-02-25,30049.95,posted
INV002593,INV2,PO02568,V214,2024-05-28,25631.56,Cancelled
INV002594, INV2, PO07475,V188 ,2024-01-09,72449.03,CANCELLED
INV002595,INV1, PO01368,V485 ,2023-09-01,,posted
INV002596,INV2 ,PO00203,V403,2023-10-18,37410.1,CANCELLED
INV002597,INV1,PO01433,v363,2024-09-18,6526.46,CANCELLED
INV002598,INV1, PO07304, V317,2024-05-06,68602.64,POSTED
INV002599,INV1 ,PO00593, V154,2023-06-20,3697.47,CANCELLED
INV002600,INV1,PO00276,V241,2024-11-13,47727.86,posted
INV002601,INV1,PO04714 ,V458,2023-12-10,31518.71,
INV002602,INV2,PO02050,V360,2023-11-14,59247.79,Cancelled
INV002603,INV2,PO06910 , V136,2023-01-21,37937.05,Cancelled
INV002604,INV2,PO05199,V146,2023-10-24,62277.67,Cancelled
INV002605,INV1 ,PO04793,V211,2024-12-15,16277.37,POSTED
INV002606,INV2,po07251, V400,2023-09-22,13492.2,CANCELLED
INV002607,inv1,PO05727,v150,2024-09-19,21172.94,Cancelled
INV002608,INV2 ,PO03932,V247,2024-07-28,23414.51,
INV002609,inv1,PO04787, V261,2024-06-24,2117.79,Cancelled
INV002610,inv2,PO04929,V202,2023-09-18,19486.32,Cancelled
INV002611, INV2,PO06127,V371,2023-04-21,14678.58,
INV002612,inv2,PO06668, V257,2023-03-15,36796.29,posted
INV002613, INV2,PO05717,V244,2024-04-12,80074.17,posted
INV002614, INV1,PO06353,V110,2023-01-13,26479.04,Cancelled
INV002615, INV2,PO01333,V046,2023-12-21,63571.99,Cancelled
INV002616,INV2,po03314,V109,2024-12-14,92939.82,posted
INV002617, INV2,PO06720,V427,2024-11-09,14169.84,
INV002618,inv2,po01015,V188,2023-02-24,59410.71,
INV002619,INV2,PO05750 ,V482,2024-03-14,3519.04,posted
INV002620,INV1 ,PO03545, V098,2023-11-10,93357.41,
INV002621,INV2,PO07856, V093,2023-09-01,69776.61,CANCELLED
INV002622,INV2 ,PO07576,V079,2024-10-06,13968.03,CANCELLED
INV002623,inv2,PO05404 , V085,2023-02-07,14738.65,
INV002624,inv1, PO06664,V175,2023-04-12,77333.16,
INV002625,INV2, PO06472, V188,2024-05-25,75243.21,posted
INV002626,INV2,PO04194,V475,2023-12-14,56329.78,
INV002627, INV1,PO07516,V190,2023-07-08,57941.46,posted
INV002628,INV1,PO02312,V130,2024-03-30,46127.1,CANCELLED
INV002629,inv2,PO06666 ,V376,2024-02-27,73407.35,
INV002630,INV1,PO06701, V271,2023-08-11,13567.79,
INV002631,INV2,PO07447,v241,2024-12-29,39413.74,posted
INV002632,INV2,PO07684 ,V248,2024-04-07,48207.69,posted
INV002633,inv1, PO02084,V064 ,2024-12-14,58839.24,POSTED
INV002634,INV1,PO03218, V397,2024-08-25,7062.62,
INV002635,INV1 ,PO07842,v377,2023-10-04,33103.85,posted
INV002636,INV1,PO03062 ,V142,2024-04-05,14805.8,posted
INV002637,INV2 ,po05865,V307,2024-04-15,89481.91,POSTED
INV002638,inv1,, V203,2024-08-06,76291.79,
INV002639,INV2, PO05768,V034 ,2023-11-27,58031.42,POSTED
INV002640, INV1,po05907,V114,2024-04-13,68800.93,CANCELLED
INV002641,INV2 ,po01983,v451,2023-03-21,44788.2,posted
INV002642,INV2,PO03238,V104,2024-07-19,30400.64,posted
INV002643,INV1,PO01361,v406,2023-07-08,65433.83,POSTED
INV002644, INV1,PO04825,v149,2023-09-12,23087.54,POSTED
INV002645,INV2,PO00508,V198 ,2023-06-11,87386.95,Cancelled
INV002646,INV2,PO07721,V110,2023-11-12,74602.95,Cancelled
INV002647,INV2,PO01537,V123,2023-04-27,52297.78,posted
INV002648,INV1,PO00617,V009,2024-02-29,78147.19,posted
INV002649,INV1,po06551,V113,2023-02-06,65016.29,
INV002650,INV2,PO04438, V298,2024-11-20,89211.58,Cancelled
INV002651,INV2,PO06786,V226,2023-01-09,,posted
INV002652,INV2,PO01777, V200,2024-05-12,78685.81,posted
INV002653, INV1,PO06142,v142,2024-05-11,90786.31,posted
INV002654,INV2 ,po06629,V492,2024-11-11,52594.02,posted
INV002655,INV1, PO03674,V301,2023-09-23,84272.59,
INV002656,INV2 ,PO02465,V224,2023-09-07,31563.68,CANCELLED
INV002657, INV1,PO01923,V336,2023-08-11,94821.51,Cancelled
INV002658,inv1, PO04597,V215,2024-12-10,29336.77,posted
INV002659,INV2 ,po02647,V279,2024-03-27,87616.32,Cancelled
INV002660,INV2 ,PO02500 ,V320 ,2023-09-14,19945.98,
INV002661,INV2,PO05014,V330,2024-06-06,24514.03,
INV002662, INV2, PO02762, V467,2024-01-11,69730.21,Cancelled
INV002663,inv1,PO06706,V373,2024-12-31,18483.69,posted
INV002664,INV1 ,po05766,V206,2024-05-07,90820.38,posted
INV002665,inv1,PO01531,V496,2023-02-08,6413.02,posted
INV002666, INV1,PO01715,V369,2024-04-07,7357.91,
INV002667,INV2 ,PO03486,V268,2023-03-29,30694.94,Cancelled
INV002668,inv2,PO02014,V033,2024-03-21,3105.51,
INV002669,INV1,PO05231,V064,2023-09-12,43144.75,
INV002670,INV2,PO00654 ,V031,2023-08-23,18105.91,POSTED
INV002671,INV1, PO00303, V499,2024-11-21,,Cancelled
INV002672,INV1 ,PO01667,v301,2023-04-05,63184.5,
INV002673, INV1,PO00029 ,V205,2023-06-26,17165.95,POSTED
INV002674,INV2,PO00037,v207,2023-04-25,54552.83,CANCELLED
INV002675,inv1,PO07606 ,V052,2024-03-02,,Cancelled
INV002676,INV1,po00666,V403,2023-04-20,46031.89,posted
INV002677,INV1,PO00322,V478,2024-07-26,68253.23,POSTED
INV002678,INV1,PO03141 ,v238,2024-05-31,18367.11,
INV002679,inv2,PO00580,V146 ,2024-09-01,75389.14,CANCELLED
INV002680,INV2 ,PO01412, V151,2024-12-27,60726.98,posted
INV002681,INV1,PO07185,V451 ,2024-01-07,31932.68,CANCELLED
INV002682,INV1,PO07952,V292,2023-11-22,20441.56,Cancelled
INV002683,INV2,PO02669,V057,2023-11-11,48584.06,CANCELLED
INV002684,INV1,PO00758,V331,2024-01-19,35891.46,posted
INV002685,inv2, PO04573,V266 ,2023-06-22,50679.5,posted
INV002686,INV2,PO03672,V206,2023-07-26,3618.47,Cancelled
INV002687,INV1,PO05779,V085 ,2024-03-17,49092.05,posted
INV002688,INV1,PO03464,V276,2024-07-04,994.39,posted
INV002689,INV1,PO03313,V497,2024-09-05,,CANCELLED
INV002690,INV1,PO03733,V252,2024-03-13,5418.1,posted
INV002691,INV1,PO00370,v313,2023-07-08,20851.32,POSTED
INV002692,inv1,PO04363,V081,2024-10-09,,
INV002693,INV2,po03669,V401,2024-04-14,41380.51,posted
INV002694, INV1,po01014, V312,2024-05-04,4692.58,Cancelled
INV002695,INV1, PO05995,V178,2023-03-23,80910.57,Cancelled
INV002696,INV1, PO07629,V314,2024-11-27,24488.03,
INV002697,INV2 ,PO00740,V343,2023-06-21,52234.31,CANCELLED
INV002698,INV1 ,PO05977,V154,2024-11-28,8823.93,posted
INV002699,INV2,PO04141,V008,2023-01-16,74204.56,posted
INV002700,INV1 ,PO03779,V334,2023-12-09,6766.44,posted
INV002701,INV2,po01011,V156 ,2023-06-14,55863.64,CANCELLED
INV002702, INV1,po06261,V007,2024-05-09,77175.44,POSTED
INV002703,INV1,PO01109,V354,2023-03-12,32882.04,posted
INV002704,inv2,PO00915 ,V234,2024-10-22,66499.84,posted
INV002705,INV2, PO04185,V200 ,2023-03-26,52755.52,
INV002706,INV2 ,PO06317,V417,2023-11-02,46266.12,CANCELLED
INV002707,INV2,PO06558, V232,2023-03-17,93966.25,
INV002708,INV1,po02112,V152,2024-10-25,59992.36,posted
INV002709,INV2 ,PO02520,V403,2023-01-18,16978.15,posted
INV002710,inv1,po03048,V423 ,2023-02-26,92239.95,POSTED
INV002711,INV2,PO07286,V203,2024-07-13,33925.68,
INV002712,INV1,PO07881,V296 ,2023-10-17,43030.32,CANCELLED
INV002713,INV1,PO07684,V440 ,2023-11-03,68982.88,
INV002714,INV1, PO02254, V002,2023-01-23,66463.05,CANCELLED
INV002715,INV1,PO06240 ,V448 ,2023-10-15,12085.04,
INV002716,INV1,PO06243,V426 ,2024-08-07,57859.5,CANCELLED
INV002717, INV2,PO07816,V076,2023-01-19,15299.61,posted
INV002718,INV1, PO01004, V420,2024-01-28,,POSTED
INV002719,INV1,PO03030,V274,2023-01-21,88305.66,CANCELLED
INV002720, INV1,PO04863,V186,2024-09-19,92025.98,
INV002721,INV1, PO06844, V023,2023-05-22,79922.68,CANCELLED
INV002722,INV2,po05472, V046,2023-03-09,14173.91,POSTED
INV002723,INV2,PO00597, V123,2023-04-19,42159.63,POSTED
INV002724,INV1,po07573,V198 ,2023-07-06,72345.03,CANCELLED
INV002725,INV2,PO05379 , V065,2024-01-09,42910.16,posted
INV002726,INV2 ,PO06319, V131,2023-09-11,1707.91,Cancelled
INV002727,INV1,PO07329,V171,2024-07-24,62145.46,CANCELLED
INV002728,INV1,PO00656,V136,2024-07-05,30071.52,CANCELLED
INV002729,inv1,PO01419,v294,2024-12-21,,CANCELLED
INV002730,INV1,po03741, V163,2023-08-22,29430.02,
INV002731,INV1 , PO00949,v346,2024-03-20,88567.05,Cancelled
INV002732,INV1 ,PO04106,v130,2023-02-23,50227.62,CANCELLED
INV002733,inv1,PO00839,V010,2023-01-08,28554.77,Cancelled
INV002734,inv1,PO02902, V206,2024-06-09,13258.74,CANCELLED
INV002735,INV2 , PO00496,V007,2024-01-31,3881.47,
INV002736, INV2,po06132,v057,2024-09-12,20684.92,POSTED
INV002737,INV1,PO02259,V473 ,2023-06-14,45364.05,
INV002738,INV1 ,PO06496, V163,2023-01-20,29474.01,POSTED
INV002739,INV1,PO04435,V335,2024-12-15,51394.6,POSTED
INV002740,INV2,PO04107, V122,2023-02-27,73100.3,POSTED
INV002741,INV2,PO03643,V354,2023-10-20,39196.5,CANCELLED
INV002742,inv2,po03404,V242,2024-03-08,31484.06,CANCELLED
INV002743,INV2,PO00863,V368,2023-01-23,76566.71,CANCELLED
INV002744,INV1 ,po07290,V129 ,2024-03-14,22240.19,posted
INV002745,INV1,PO01664 , V085,2024-09-20,32593.28,Cancelled
INV002746,INV1,PO07707,V181 ,2023-01-11,37580.67,Cancelled
INV002747,INV2,PO00403,V369,2024-07-17,37278.59,Cancelled
INV002748,inv1,PO04349,V464 ,2023-04-18,58715.84,POSTED
INV002749,INV2 , PO02945,V062,2024-08-14,88344.41,POSTED
INV002750,INV2,PO02726,V285,2023-08-09,20047.43,POSTED
INV002751,INV1 ,PO01808,v499,2023-05-18,57120.23,posted
INV002752,INV1,PO07764,V056,2024-01-29,57518.14,
INV002753,INV1,PO02742,V016,2023-08-23,88677.27,posted
INV002754,INV2 ,PO04370,V128,2023-02-01,71778.29,Cancelled
INV002755,INV2,PO06573,V444,2024-03-22,6775.11,CANCELLED
INV002756, INV2,po05268,V022,2024-08-26,79108.86,POSTED
INV002757,INV2,po03033,V020,2024-08-03,77232.42,Cancelled
INV002758,inv1,PO03304,V485,2024-12-24,60928.05,
INV002759,inv1,PO05570,V219,2023-08-05,63734.47,posted
INV002760,inv2, PO00893,V226,2024-11-06,19876.64,Cancelled
INV002761,INV2, PO00246,V165,2024-04-25,43317.12,
INV002762,INV1,PO07373 ,V321,2023-03-06,91180.54,Cancelled
INV002763,INV1,PO00996,V272,2024-01-08,68244.54,POSTED
INV002764,INV2,PO01288,V227 ,2023-12-03,77416.01,posted
INV002765,INV2,PO02347,V230,2024-10-24,78278.65,posted
INV002766,INV1,PO07473,V341,2024-01-05,12945.54,
INV002767, INV1,PO04908,V102,2024-07-19,9454.0,Cancelled
INV002768,inv2,PO03498 ,V287 ,2023-12-16,31547.5,POSTED
INV002769,INV1, PO01856,V383,2024-10-31,86569.28,
INV002770,INV2 ,po03898,V341,2024-06-03,10570.96,POSTED
INV002771,INV2, PO05713,V364,2024-06-27,44167.26,CANCELLED
INV002772,INV1,PO05261, V483,2023-03-16,70509.25,
INV002773,INV1,po01419,V343,2023-08-26,88288.26,posted
INV002774,INV1,po04553,,2023-11-19,52019.92,
INV002775,inv2, PO05534,V429,2024-12-08,84278.87,
INV002776,INV2 ,PO06291 ,V075,2024-03-04,59570.47,posted
INV002777,INV1, PO01054,V069,2023-02-06,47297.72,Cancelled
INV002778,INV1, PO01183,V186 ,2023-05-15,61080.71,CANCELLED
INV002779,INV1,PO04155 ,V350,2023-01-26,74950.8,posted
INV002780,INV2,PO04973 , V417,2023-11-22,22719.07,POSTED
INV002781,INV1,PO06938,v313,2023-01-14,23926.25,Cancelled
INV002782, INV2,PO02719 ,V098,2024-11-20,90909.48,POSTED
